cand_id,parents,rank,distance,kcal,irr
25_1,"['23_88', '24_63']",1,inf,34280490.59588316,-578.0232558139535
15_15,"['11_32', '11_32']",1,inf,19674067.474169735,-0.0
26_7,"['25_72', '25_72']",1,0.07781850588785215,30247838.694709066,-253.08139534883722
25_72,"['24_26', '24_35']",1,0.07033234531252325,30434254.211479105,-266.6860465116279
26_17,"['25_41', '25_68']",1,0.06947127901633131,32587014.447996546,-413.0232558139535
26_89,"['25_42', '15_15']",1,0.05422781538725001,23869454.720255446,-70.98837209302326
26_80,"['25_40', '25_1']",1,0.048958716081609926,33867766.21359801,-465.3488372093023
25_68,"['24_52', '24_61']",1,0.04610998267221439,33388494.549320303,-450.3488372093023
26_74,"['15_15', '25_68']",1,0.045771902585054425,19819895.356676117,-13.779069767441861
26_2,"['24_58', '25_52']",1,0.04212360281053573,34173665.57199029,-529.3604651162791
26_87,"['24_67', '25_81']",1,0.04096661712813723,25848988.2566752,-109.70930232558139
26_49,"['25_42', '25_25']",1,0.040009083423853606,23933014.917971753,-80.93023255813954
26_48,"['24_67', '25_86']",1,0.03877375281466628,32036671.789644442,-358.43023255813955
25_51,"['24_58', '24_5']",1,0.03552527251299381,22563574.36578469,-43.604651162790695
26_19,"['25_51', '25_36']",1,0.03544588396672116,21618364.648955043,-33.66279069767442
26_43,"['25_55', '24_64']",1,0.03500641352977557,21271399.473608352,-22.151162790697676
26_54,"['25_51', '25_55']",1,0.03341179349964013,27670384.337189358,-154.7093023255814
26_14,"['25_1', '25_1']",1,0.031351823685706784,34274767.21050162,-576.8023255813954
26_76,"['25_61', '25_72']",1,0.030735260906795507,28456759.106571354,-175.8139534883721
26_41,"['25_51', '25_52']",1,0.029534302251709797,32914261.78824789,-442.8488372093023
25_40,"['24_63', '24_74']",1,0.02829213332352625,32743255.07429719,-433.25581395348837
26_59,"['24_67', '24_64']",1,0.02780910658531763,28346966.004532415,-158.8953488372093
25_42,"['24_11', '24_76']",1,0.0252882178842036,24413819.037018143,-84.94186046511628
26_11,"['25_81', '25_72']",1,0.02227108296365611,27312780.167837143,-148.95348837209303
26_10,"['25_86', '25_68']",1,0.020125344908196077,34035451.741519935,-480.3488372093023
26_9,"['25_67', '25_67']",1,0.018665023495684843,29208977.303939674,-185.2325581395349
26_40,"['25_67', '25_42']",1,0.018122327686527776,26397794.84193482,-113.72093023255815
26_22,"['25_59', '25_51']",1,0.015855811530684678,32629355.68130828,-415.4651162790698
26_53,"['25_38', '25_55']",1,0.014214882152773401,22140020.917893205,-34.01162790697674
26_24,"['25_67', '25_67']",1,0.013547431927500566,28975361.476562537,-181.22093023255815
26_27,"['25_67', '25_51']",1,0.011921739378972167,28175676.88303627,-154.88372093023256
26_85,"['25_55', '24_67']",1,0.011619740235332427,26350244.07451912,-111.97674418604652
26_33,"['25_1', '25_1']",1,0.002383576214401063,34274871.512976676,-577.3255813953489
26_12,"['24_67', '25_68']",2,0.10077035429872647,31626618.394590035,-383.19767441860466
25_59,"['24_26', '24_26']",2,0.08217446905204502,31362262.582246654,-360.0
26_45,"['25_55', '24_67']",2,0.055763022258715246,22278978.277638867,-47.7906976744186
26_88,"['25_55', '25_40']",2,0.042003265950789063,29977528.28035041,-276.6279069767442
26_60,"['25_40', '25_68']",2,0.03934419326992222,32341472.652649365,-417.90697674418607
26_84,"['25_52', '24_67']",2,0.03846320935736145,29995753.868513573,-285.3488372093023
26_37,"['25_6', '25_41']",2,0.038321357301462314,21991301.912370592,-34.18604651162791
26_23,"['25_55', '25_40']",2,0.03474512359026965,33562433.46896138,-495.69767441860466
26_35,"['25_36', '25_86']",2,0.033052702687363524,24407885.61553404,-97.5
26_4,"['25_55', '15_15']",2,0.03179540637305846,19548721.710552197,-0.0
26_69,"['25_59', '25_38']",2,0.027876857938503967,28146407.936084837,-156.1046511627907
26_51,"['25_67', '15_15']",2,0.02703027680460903,23839376.939000726,-76.56976744186046
26_16,"['25_68', '25_38']",2,0.02641304771280806,20409004.659029912,-23.72093023255814
26_3,"['25_72', '25_40']",2,0.021790533301008164,33325155.181398407,-474.9418604651163
24_64,"['23_78', '22_21']",2,0.017815882348696133,29778241.767982155,-255.69767441860466
26_77,"['24_13', '25_61']",2,0.017177570504042984,34022840.22352982,-554.6511627906976
26_25,"['25_1', '25_59']",2,0.014742587000486642,33991363.54907421,-541.3953488372093
26_61,"['25_42', '25_19']",2,0.012667301788977785,26273624.13852935,-113.02325581395348
26_39,"['24_13', '24_64']",2,0.011904293722101021,33556180.24121623,-477.0348837209302
25_67,"['22_21', '24_14']",2,0.010752575374983949,29062379.957919326,-186.97674418604652
26_71,"['25_40', '25_36']",3,0.07847898935848763,23662087.867349092,-94.53488372093024
26_64,"['25_25', '15_15']",3,0.07447716903507515,18881523.836019788,-1.9186046511627908
26_73,"['24_64', '25_41']",3,0.0675398573914006,25083462.30425148,-117.73255813953489
26_13,"['25_4', '25_55']",3,0.056296446859376174,26146689.320475455,-139.1860465116279
26_66,"['24_5', '25_72']",3,0.04621377974032041,26694328.90446833,-157.15116279069767
26_0,"['24_67', '25_42']",3,0.03811372259531612,29790802.688841343,-298.25581395348837
26_57,"['25_40', '24_5']",3,0.03684470605029175,29272056.430651847,-261.6279069767442
26_29,"['25_1', '25_68']",3,0.03499373976705099,33798982.04356501,-542.9651162790698
26_70,"['25_1', '25_72']",3,0.0348236573750817,33357097.26863775,-511.56976744186045
26_86,"['25_41', '24_5']",3,0.033151639836658496,24444836.443243828,-114.06976744186046
