cand_id,parents,rank,distance,kcal,irr
1_29,"['0_43', '0_43']",1,inf,34251082.77992686,-908.8953488372093
8_32,"['2_37', '2_37']",1,inf,19568781.4209019,-0.0
7_87,"['5_70', '5_70']",1,0.09687000520906901,34237196.37675604,-651.8023255813954
9_46,"['8_56', '7_87']",1,0.08844432979702554,29663538.30490428,-295.1162790697674
5_8,"['4_85', '4_43']",1,0.07192028208467466,30811061.95443609,-385.63953488372096
9_26,"['8_43', '7_87']",1,0.05705101825732996,32006644.88185204,-439.7093023255814
9_42,"['8_4', '7_87']",1,0.05553444287418016,32701428.25624125,-469.01162790697674
7_52,"['6_28', '6_82']",1,0.042756986111054704,21645715.21446001,-38.02325581395349
9_34,"['8_80', '8_56']",1,0.03603530598361113,33415441.19730486,-519.2441860465116
9_3,"['8_5', '8_60']",1,0.03271701636471013,21520086.48032047,-24.593023255813954
9_19,"['8_28', '8_24']",1,0.032333174416054565,27896776.157702185,-173.02325581395348
8_56,"['6_18', '7_1']",1,0.029835279668750235,29635624.363314092,-234.7674418604651
9_61,"['7_52', '7_87']",1,0.026434695364694866,32518527.88620179,-451.3953488372093
8_43,"['7_84', '7_53']",1,0.026154415304573977,27262708.725806735,-156.1046511627907
9_13,"['8_29', '8_43']",1,0.024492326969041908,29487250.38257778,-221.1627906976744
9_75,"['8_32', '7_84']",1,0.023525189210785013,20083935.228805237,-14.30232558139535
8_23,"['7_1', '7_1']",1,0.021794056526747492,28564393.479679212,-190.11627906976744
9_55,"['8_4', '8_56']",1,0.020545390945284854,29121430.7566048,-219.7674418604651
9_77,"['7_52', '5_8']",1,0.020453383913398702,26760268.504152164,-125.23255813953489
9_88,"['8_32', '8_4']",1,0.020109364825514512,22380777.658103544,-63.66279069767442
9_31,"['8_4', '7_82']",1,0.018217873198150318,19985376.948982913,-7.848837209302325
9_70,"['7_84', '7_87']",1,0.013222863073320474,34120521.317489274,-520.8139534883721
9_85,"['7_60', '8_43']",1,0.012905439626573874,22577999.87048453,-69.94186046511628
9_79,"['8_60', '8_82']",1,0.011405937900341593,22432440.75099361,-68.37209302325581
9_35,"['7_60', '8_82']",1,0.007964028749580812,24561208.30421518,-118.6046511627907
9_50,"['8_10', '8_10']",1,0.007264265810244522,23287881.23345137,-80.05813953488372
9_27,"['8_81', '8_43']",1,0.006334779205396183,24534033.172163233,-85.98837209302326
9_6,"['7_87', '7_52']",2,0.09554392026378758,30730501.41590098,-431.51162790697674
9_32,"['8_23', '8_5']",2,0.0608398861668702,20393942.089078005,-47.96511627906977
9_28,"['8_60', '8_5']",2,0.04250430337996299,19190264.78587886,-5.406976744186046
9_43,"['8_4', '7_87']",2,0.038695096631153086,34116564.15991903,-566.8604651162791
9_73,"['8_10', '8_68']",2,0.03775516815563365,25926227.468006097,-134.12790697674419
9_9,"['8_24', '8_68']",2,0.036990971034532256,28358756.30113355,-225.0
9_36,"['7_60', '7_52']",2,0.03649678721544569,21121684.75785672,-62.44186046511628
9_86,"['8_10', '8_23']",2,0.03201691828225697,24894214.02189823,-129.7674418604651
9_65,"['8_14', '8_43']",2,0.02653772244539648,27539833.629886888,-181.3953488372093
9_84,"['7_52', '8_43']",2,0.02238123825194662,26542663.617088817,-140.75581395348837
9_41,"['8_68', '8_5']",2,0.021413361806708595,21987811.979626663,-77.79069767441861
9_58,"['8_53', '8_14']",2,0.021227469218464027,33911396.03523321,-544.3604651162791
9_18,"['8_56', '8_43']",2,0.017835908155113597,26902392.094584715,-172.84883720930233
9_57,"['7_60', '7_82']",2,0.01777271155068605,10572428.973410511,-2.9651162790697674
9_30,"['8_56', '7_60']",2,0.017509027250680542,29033980.217638142,-232.67441860465115
7_60,"['4_29', '6_12']",2,0.012759996505826578,24503218.193676483,-101.68604651162791
9_1,"['7_82', '8_13']",2,0.010691456393722723,20059028.53074606,-19.011627906976745
8_5,"['7_58', '7_82']",2,0.009539231699809064,23913739.38326833,-88.6046511627907
9_47,"['8_23', '7_87']",2,0.009241535902651572,33166024.95072349,-520.1162790697674
9_80,"['7_60', '8_5']",3,inf,6805869.499631572,-18.13953488372093
9_53,"['5_8', '8_32']",3,0.14017386815724203,16064909.393651111,-61.22093023255814
9_44,"['8_24', '8_26']",3,0.08350797284052199,28935831.69332804,-253.95348837209303
9_38,"['7_87', '5_8']",3,0.057187554007273024,31261269.983287867,-528.1395348837209
9_11,"['8_68', '7_87']",3,0.04560630642264997,33797896.5908568,-598.7790697674419
9_45,"['7_87', '8_56']",3,0.03869055651564268,33428671.74454612,-548.3720930232558
9_67,"['8_82', '1_29']",3,0.03477501267211944,32964727.30173949,-533.1976744186046
9_37,"['8_43', '8_28']",3,0.025914838417577107,26430417.002086606,-159.06976744186048
9_56,"['8_73', '8_53']",3,0.02225198667170554,33922278.771966755,-611.3372093023256
9_0,"['7_78', '8_26']",3,0.018924866028986975,27379114.079464052,-189.41860465116278
9_71,"['8_5', '8_14']",3,0.01847512615162889,19827641.117476992,-74.30232558139535
9_12,"['8_32', '8_28']",3,0.017771719830912986,13154623.885118546,-58.95348837209303
9_4,"['8_23', '8_43']",3,0.014389731116243832,26788004.039522227,-175.11627906976744
9_40,"['8_10', '8_81']",3,0.01232743386567994,23982166.41478152,-116.68604651162791
9_5,"['8_23', '8_73']",3,0.011840118804100208,24273367.680660848,-118.77906976744185
9_62,"['7_52', '8_14']",3,0.010855477882333209,23442983.131962255,-90.0
9_83,"['8_73', '8_32']",3,0.006904996508517165,24749748.333737142,-132.03488372093022
9_89,"['8_68', '8_43']",4,0.13506748369248,9214242.482272483,-82.15116279069767
9_24,"['8_10', '7_87']",4,0.06839628122558351,27082643.321706705,-492.7325581395349
9_20,"['8_28', '8_23']",4,0.04643015572442904,25446886.20318409,-182.09302325581396
9_63,"['8_73', '8_29']",4,0.029825183625080205,33266560.23013274,-576.9767441860465
9_82,"['7_82', '8_56']",4,0.018013556164089634,19190429.072578777,-84.76744186046511
9_81,"['7_87', '8_32']",4,0.017343214282349206,23571669.517107617,-119.30232558139535
9_87,"['8_5', '8_82']",4,0.015664105399304122,23384341.082848206,-92.26744186046511
9_33,"['7_60', '8_23']",4,0.013550963221997843,24062464.198086504,-135.0
9_60,"['8_5', '8_43']",4,0.011667230826641712,24689406.227491166,-161.51162790697674
9_51,"['8_23', '8_60']",4,0.006846301041522857,24199330.745258823,-158.37209302325581
9_10,"['1_29', '7_82']",5,0.04818433132757654,33170962.16641923,-612.2093023255813
9_68,"['1_29', '7_52']",5,0.042638803237802794,32316169.264664356,-585.8720930232558
9_66,"['7_87', '8_5']",5,0.03232193072538042,24773579.642242588,-325.98837209302326
9_76,"['7_82', '8_4']",5,0.01421525710565492,22504211.819616076,-100.63953488372093
9_74,"['8_23', '8_68']",5,0.01059907328063834,23724100.32572682,-158.37209302325581
9_16,"['8_5', '8_4']",5,0.008441131909538612,24153937.685026087,-166.3953488372093
9_14,"['8_80', '8_43']",5,0.008267940314724704,23334352.264163133,-106.22093023255815
9_72,"['7_87', '1_29']",6,0.2895273733151161,32667733.427655973,-695.9302325581396
9_8,"['7_82', '5_8']",6,0.05189482752083139,18171359.362959653,-103.6046511627907
