cand_id,parents,rank,distance,yield,irrigation,smts,max_irr_season
1_6,"['0_62', '0_43']",1,inf,14.375770942677626,-231.23583984375,"[58.550114, 54.067135, 35.16738, 52.634274]",231.23583984375
2_17,"['1_60', '1_30']",1,inf,13.367251065634328,-121.53499603271484,"[56.259163, 53.891354, 39.66023, 63.46068]",121.53499603271484
3_38,"['2_65', '1_30']",1,0.30574456122516364,13.591484720148255,-122.65870666503906,"[46.444504, 58.468445, 47.713913, 53.09748]",122.65870666503906
3_61,"['2_48', '2_65']",1,0.2397681786294223,13.741643846198038,-137.58067321777344,"[60.939236, 46.950195, 49.692024, 43.72224]",137.58067321777344
0_36,[],1,0.09329253149816993,14.083713301256708,-167.7017059326172,"[61.01854, 71.27836, 58.841377, 51.06808]",167.7017059326172
3_68,"['2_65', '1_61']",1,0.09233270870859168,13.59700412608509,-134.21224975585938,"[55.455635, 56.748127, 45.40725, 57.278984]",134.21224975585938
1_61,"['0_49', '0_36']",1,0.04830067101826013,14.021978939743878,-162.88412475585938,"[54.982586, 52.904415, 64.766556, 55.205894]",162.88412475585938
3_50,"['1_61', '2_17']",1,0.04135166049587334,13.606269494723247,-135.29373168945312,"[65.35098, 51.243843, 58.100273, 69.32449]",135.29373168945312
2_65,"['1_30', '1_1']",1,0.03911852002064785,13.919965538938591,-146.80528259277344,"[46.23173, 60.503777, 37.209274, 45.59822]",146.80528259277344
3_52,"['2_54', '1_60']",1,0.029911033143995517,13.973694803829183,-147.8249969482422,"[40.94396, 62.447037, 38.141693, 57.86184]",147.8249969482422
3_58,"['2_65', '2_88']",1,0.028979523024635023,14.183857457658707,-186.07577514648438,"[58.76345, 52.336723, 39.569145, 51.66538]",186.07577514648438
3_24,"['2_7', '1_72']",1,0.02812370703657032,14.303025186985165,-196.15602111816406,"[59.234993, 54.30953, 31.465378, 45.232998]",196.15602111816406
3_30,"['2_48', '2_48']",1,0.027203570330358914,14.132761821309542,-175.95042419433594,"[49.766586, 54.12665, 63.038277, 49.72192]",175.95042419433594
3_72,"['1_6', '2_17']",1,0.025245290760060875,14.366203537417153,-221.4288787841797,"[62.15009, 54.16351, 36.228703, 45.70978]",221.4288787841797
3_25,"['2_88', '1_60']",1,0.02418442446952186,14.241374024256976,-193.2080535888672,"[50.6615, 49.13486, 33.97363, 53.02288]",193.2080535888672
3_49,"['2_86', '2_65']",1,0.023291386456691446,14.155963589404882,-177.09620666503906,"[48.733788, 53.177513, 32.742207, 54.38436]",177.09620666503906
3_56,"['2_11', '1_30']",1,0.02147713347242309,14.338127529250047,-203.8468475341797,"[53.02089, 59.42603, 38.22261, 51.0746]",203.8468475341797
3_42,"['2_17', '2_74']",1,0.01953960461700955,14.210031788418442,-188.7049560546875,"[58.381264, 48.677624, 35.492817, 53.19361]",188.7049560546875
2_48,"['1_61', '0_36']",1,0.018682500518168884,14.132981302428266,-175.9858856201172,"[51.004498, 54.428726, 63.04012, 49.742805]",175.9858856201172
2_54,"['1_1', '1_50']",1,0.01786541575582223,14.1654541191068,-184.50482177734375,"[42.66125, 55.190735, 45.868965, 64.35471]",184.50482177734375
3_43,"['1_77', '1_77']",1,0.01452733496236263,14.211741047895766,-190.83908081054688,"[53.686733, 61.71714, 45.51591, 54.01857]",190.83908081054688
3_11,"['2_17', '1_30']",2,0.1909382915070225,13.617824554045853,-141.8951416015625,"[59.043457, 45.7484, 39.994522, 65.83711]",141.8951416015625
3_21,"['2_88', '1_6']",2,0.10732194830599613,14.356804289275873,-275.3151550292969,"[58.912502, 58.068943, 35.637413, 62.150913]",275.3151550292969
3_60,"['2_65', '2_65']",2,0.07781173631828148,13.932952016317534,-147.87086486816406,"[46.25721, 60.294754, 36.800404, 45.800907]",147.87086486816406
3_54,"['0_36', '1_30']",2,0.05759295672006685,14.127262469978294,-183.41392517089844,"[51.069176, 55.422752, 52.74781, 57.78775]",183.41392517089844
2_88,"['1_78', '0_36']",2,0.03634435388325355,13.958195148926801,-160.94964599609375,"[60.715485, 51.11245, 47.761204, 57.154434]",160.94964599609375
3_67,"['1_30', '2_27']",2,0.03565873676168535,14.338099426506888,-263.4653625488281,"[58.50255, 46.921604, 33.610065, 57.478176]",263.4653625488281
3_87,"['2_27', '2_62']",2,0.03519742926946915,14.33597325556628,-233.34365844726562,"[53.5011, 62.76976, 40.98803, 43.5459]",233.34365844726562
3_19,"['1_30', '1_50']",2,0.031045949418505473,14.003326593676123,-177.8039093017578,"[66.8799, 52.5626, 51.297424, 46.46671]",177.8039093017578
3_14,"['2_17', '2_74']",2,0.030720205171080525,13.95549942634512,-158.65138244628906,"[55.576897, 54.663677, 35.09402, 56.218082]",158.65138244628906
3_44,"['1_61', '2_11']",2,0.02866840687786841,13.997199479738068,-164.56932067871094,"[50.372093, 40.8414, 57.337425, 55.256184]",164.56932067871094
3_9,"['2_88', '2_40']",2,0.027381286555822407,14.144499875055956,-185.12875366210938,"[49.914803, 62.075, 51.58137, 50.71711]",185.12875366210938
3_0,"['2_88', '1_61']",2,0.026675520263075042,14.232018735544724,-199.99362182617188,"[62.673782, 53.777706, 58.577293, 45.290733]",199.99362182617188
3_40,"['2_48', '2_88']",2,0.02503440804018937,14.25315060118711,-202.1381378173828,"[57.54137, 47.30189, 55.68955, 60.728127]",202.1381378173828
3_65,"['2_40', '2_14']",2,0.021379231261370125,14.047356870046142,-178.14962768554688,"[58.25299, 52.880943, 43.36695, 51.520134]",178.14962768554688
3_1,"['2_12', '2_48']",2,0.020454292304001847,14.153235671707215,-186.4353790283203,"[52.50682, 47.927536, 46.154274, 46.519054]",186.4353790283203
3_37,"['2_11', '1_72']",2,0.01860633809656402,14.323669518688982,-222.45094299316406,"[59.734123, 49.60258, 36.5392, 62.670105]",222.45094299316406
3_45,"['2_54', '2_65']",2,0.017839724750854914,14.201334821907983,-192.0980987548828,"[52.151722, 49.88721, 46.52011, 53.861397]",192.0980987548828
3_10,"['1_32', '2_88']",2,0.016323625593696333,14.298152866001129,-216.25355529785156,"[62.637077, 48.72439, 43.837185, 51.94152]",216.25355529785156
3_74,"['2_88', '2_7']",2,0.015133363569871326,14.311550363922748,-216.37010192871094,"[58.2417, 55.386185, 51.18655, 57.561256]",216.37010192871094
3_13,"['2_7', '2_17']",2,0.013679924123119552,14.20708742379767,-195.98129272460938,"[63.466698, 46.749985, 44.856266, 64.050446]",195.98129272460938
3_48,"['1_30', '1_61']",2,0.013486591683100051,13.896019789978018,-147.7552947998047,"[61.820366, 48.117252, 56.522793, 56.604256]",147.7552947998047
2_74,"['1_32', '1_60']",2,0.013230390038015767,14.198562842238584,-189.61265563964844,"[55.293602, 54.5605, 39.70918, 44.928127]",189.61265563964844
3_63,"['2_54', '2_65']",2,0.01257652138675346,14.261747443404182,-204.19485473632812,"[56.046738, 52.301186, 39.26929, 48.129433]",204.19485473632812
3_77,"['2_65', '2_7']",2,0.011754572432890981,14.284098528869682,-208.26040649414062,"[61.45764, 56.80716, 48.160675, 46.062424]",208.26040649414062
3_75,"['2_48', '2_62']",2,0.010325998546898817,14.296567003719417,-209.953857421875,"[61.740845, 59.869946, 51.002808, 55.98666]",209.953857421875
3_26,"['2_11', '1_77']",3,0.07401446521068121,13.9876445093663,-172.4831085205078,"[55.349846, 57.314754, 51.69417, 52.03762]",172.4831085205078
3_76,"['2_11', '2_65']",3,0.05684205953134179,13.918798649546796,-155.06619262695312,"[50.01701, 59.17295, 43.30883, 58.58538]",155.06619262695312
3_8,"['0_36', '1_30']",3,0.04731514141527655,14.029597530166612,-179.47116088867188,"[56.09415, 55.398083, 48.732002, 52.55587]",179.47116088867188
3_81,"['1_60', '2_17']",3,0.047016842389252786,14.105885858231675,-184.6304931640625,"[53.758644, 55.632156, 44.24401, 53.697186]",184.6304931640625
3_18,"['1_72', '1_6']",3,0.028454317134457344,14.322006748085824,-223.52337646484375,"[56.412983, 55.898594, 33.54466, 51.694267]",223.52337646484375
