cand_id,parents,rank,distance,yield,irr
21_43,"['20_5', '20_49']",1,inf,14.3517463395726,-450.5
22_84,"['15_45', '15_45']",1,inf,10.88304735523833,-0.0
23_14,"['20_7', '19_0']",1,0.07372674243841393,11.413370462327526,-112.625
23_29,"['22_47', '21_56']",1,0.04146580033986311,12.402963704858651,-130.5
23_31,"['22_48', '22_84']",1,0.037381054287036024,11.281995889657441,-49.25
23_13,"['21_48', '22_39']",1,0.031185543435086165,12.005069398415262,-124.875
23_28,"['22_0', '21_67']",1,0.029385254183182836,13.46344950157739,-195.25
23_27,"['19_0', '19_0']",1,0.028509712009806693,13.017554993631085,-152.875
23_85,"['22_72', '21_43']",1,0.027747071567175832,14.351700833061727,-437.75
23_30,"['21_74', '21_74']",1,0.024072493227010175,14.114020523717738,-290.75
23_56,"['22_84', '21_56']",1,0.021965024912971726,11.147424444214115,-41.25
23_83,"['21_56', '19_0']",1,0.02133889201387236,13.818682464218956,-233.75
23_58,"['21_67', '22_48']",1,0.01932096493932858,13.742237569347974,-197.0
23_78,"['21_74', '21_56']",1,0.018048954708291192,13.807166177566145,-232.625
22_61,"['21_28', '20_25']",1,0.0171487682013961,11.256929749581891,-43.5
23_11,"['22_48', '22_80']",1,0.014266293853789705,14.075216087859008,-273.25
21_48,"['19_0', '20_2']",1,0.014215383507689394,12.430311684967773,-136.125
22_39,"['21_56', '21_86']",1,0.011630845274904024,14.24868064087452,-319.0
23_51,"['21_43', '22_47']",1,0.009217144119736127,13.78789873922958,-212.25
19_0,"['15_18', '18_81']",1,0.005352678006486994,12.886782591348924,-147.0
23_72,"['19_0', '22_6']",2,0.06700453030498996,11.968534213239609,-136.25
23_2,"['22_72', '22_65']",2,0.043562557403985014,12.865892536089396,-204.0
23_60,"['22_84', '21_56']",2,0.043171263888965014,10.258882912267705,-11.0
23_1,"['21_74', '21_56']",2,0.031332664378031276,13.383431950398101,-238.875
23_46,"['22_84', '21_43']",2,0.03043751794382068,11.1065579521741,-45.25
23_69,"['22_48', '22_85']",2,0.029502863022978276,14.211394313642185,-334.5
23_34,"['21_56', '22_39']",2,0.02715035577836087,14.033095850748634,-281.75
23_17,"['22_84', '21_56']",2,0.02566217172809067,11.138006105972183,-93.5
23_53,"['22_1', '22_72']",2,0.022609137400355032,13.747124773926789,-247.125
23_8,"['22_48', '21_58']",2,0.02170471054754221,14.112378652085443,-322.25
23_63,"['21_58', '21_58']",2,0.02035013870977003,13.26066622455524,-223.125
23_40,"['22_84', '21_48']",2,0.020032495960536776,10.59339682795108,-20.25
23_84,"['22_72', '22_72']",2,0.01886575512006381,12.929419859351905,-209.625
23_20,"['21_67', '22_39']",2,0.017098968591874368,12.436270712051616,-202.625
23_55,"['22_54', '22_48']",2,0.010117910694023572,14.351425068143708,-443.75
22_48,"['21_43', '20_5']",2,0.010019131444458559,14.350426350748503,-441.25
23_57,"['22_48', '22_48']",2,0.005946358540580998,14.345607674251156,-439.0
23_86,"['22_30', '22_48']",2,0.004109980086528101,14.338919880876873,-438.75
23_71,"['20_7', '21_43']",3,0.06815122300629438,14.117242382262024,-425.0
23_65,"['21_43', '22_39']",3,0.05554105623212459,14.07202398824565,-407.75
23_7,"['21_48', '21_43']",3,0.04846786580356238,12.191754329363182,-213.25
23_75,"['19_0', '22_21']",3,0.03925135242806416,10.519277174965119,-25.25
23_54,"['21_56', '21_43']",3,0.03683541873410073,14.05477444108638,-341.25
23_80,"['22_61', '22_47']",3,0.03626933133799419,9.044091541760178,-13.5
23_81,"['21_67', '22_47']",3,0.03389620810781696,10.610661387193245,-100.5
21_58,"['20_53', '20_53']",3,0.03257811297222085,13.6811429728746,-252.375
22_72,"['21_56', '21_58']",3,0.0246850206903506,13.688888999739955,-264.0
23_61,"['21_48', '21_56']",3,0.024576868118270513,13.998020279648149,-302.25
23_25,"['22_85', '22_6']",3,0.02414965988352237,11.122372124856641,-146.25
21_56,"['20_5', '20_53']",3,0.022345904264949343,13.69058512266147,-268.5
23_33,"['22_39', '19_0']",3,0.018032070133699077,11.361876732376597,-149.625
23_68,"['22_48', '22_72']",3,0.016874717904155522,13.961016158838897,-293.5
23_4,"['21_43', '21_43']",3,0.013687511409507715,14.35122756847996,-446.25
23_0,"['22_72', '22_61']",4,0.03884191786115043,10.389060513805422,-61.25
23_89,"['21_56', '21_56']",4,0.028848688524865586,13.918138062462399,-296.0
23_67,"['22_47', '22_61']",4,0.026882817840020872,8.806441591916352,-21.25
