cand_id,parents,rank,distance,yield,irr,mulch
0_6,"['0_0', '0_1']",1,inf,13.931240530195897,-569.3181818181819,0.0
1_21,"['0_92', '0_42']",1,inf,12.518157053733942,-515.4545454545455,6.532812873240221
0_57,"['0_0', '0_1']",1,inf,14.00602110867598,-605.4545454545455,12.192871895703403
1_65,"['0_80', '0_35']",1,inf,12.958812780250241,-465.0,50.81667362559926
0_42,"['0_0', '0_1']",1,0.24876546518813183,12.761771041647695,-503.1818181818182,0.0
1_70,"['0_55', '0_57']",1,0.19917461960916513,13.996275651159264,-584.3181818181819,23.211301630193535
1_71,"['0_57', '0_98']",1,0.16072185880897868,13.776340490350906,-590.4545454545455,0.8848361833529039
0_98,"['0_0', '0_1']",1,0.13598948914122083,13.644366250078638,-570.6818181818181,3.4476001154292715
1_80,"['0_95', '0_90']",1,0.11879583436668724,13.71025433014621,-520.9090909090909,39.711667494340375
1_62,"['0_12', '0_6']",1,0.1134999837181366,13.909413679632637,-563.1818181818181,0.0
1_69,"['0_80', '0_26']",1,0.112511268337089,13.805703830445623,-562.5,8.993431974541057
1_68,"['0_80', '0_76']",1,0.1076629072198664,13.592928751836261,-510.6818181818182,35.50546637448397
1_66,"['0_35', '0_1']",1,0.10746119599508976,13.341749407155815,-477.27272727272725,38.040068279613145
1_37,"['0_12', '0_12']",1,0.10634864056194052,13.51287619660427,-499.77272727272725,46.95327385989103
1_3,"['0_12', '0_58']",1,0.0956607633532436,13.338313190071869,-473.1818181818182,43.49135624278676
1_86,"['0_26', '0_26']",1,0.0953668254969494,13.754811544670547,-537.2727272727273,14.445768941532481
1_34,"['0_55', '0_35']",1,0.09179464048743138,13.346470729519375,-494.3181818181818,28.395055120641533
1_18,"['0_1', '0_35']",1,0.09054831804716157,12.892297997305706,-467.04545454545456,11.080605604431845
1_11,"['0_58', '0_3']",1,0.0878410138356808,13.289090259714134,-492.27272727272725,26.513581015846945
1_43,"['0_98', '0_83']",1,0.08378600044437139,13.795691777527793,-559.0909090909091,15.856113590977408
1_72,"['0_53', '0_42']",1,0.0836856953272634,12.866618324368075,-476.59090909090907,0.3193731958215887
1_50,"['0_92', '0_80']",1,0.08277839721621837,13.56508718882426,-542.0454545454545,1.819120011546395
0_35,"['0_0', '0_1']",1,0.0761850727994148,13.096010418961805,-471.8181818181818,31.400743354450572
1_89,"['0_54', '0_95']",1,0.07295718207952825,12.98081906382817,-476.59090909090907,21.38964418931441
1_54,"['0_2', '0_90']",1,0.06789261240231437,13.236362357614377,-483.40909090909093,32.48520443656228
1_88,"['0_3', '0_83']",1,0.0661753476177056,13.422647869595524,-521.5909090909091,17.544947494160045
1_17,"['0_54', '0_76']",1,0.06594849665212493,13.405690725084003,-523.6363636363636,22.457019329071045
1_64,"['0_58', '0_88']",1,0.06471704093851464,13.267978990353772,-488.8636363636364,10.657181414690884
1_41,"['0_92', '0_80']",1,0.06420434672741059,13.361701162215475,-505.22727272727275,12.680200251665982
1_8,"['0_76', '0_2']",1,0.06417873661384282,13.130686083582317,-499.09090909090907,34.67479263652455
1_0,"['0_72', '0_76']",1,0.0638636495510711,13.702780148571616,-524.3181818181819,24.28546550057151
0_80,"['0_0', '0_1']",1,0.06366120894653395,13.170291395731557,-486.1363636363636,31.996795654296875
1_31,"['0_90', '0_80']",1,0.062018937192949763,12.94139323687769,-473.8636363636364,2.311450578949668
1_81,"['0_58', '0_55']",1,0.06182773628904733,13.736144768180548,-534.5454545454545,20.063944123008035
1_78,"['0_12', '0_54']",1,0.061455352754416236,13.305341453481015,-488.1818181818182,30.80373705517162
1_35,"['0_35', '0_76']",1,0.06013740117514166,13.32762526311146,-520.9090909090909,8.693052887916565
1_59,"['0_90', '0_76']",1,0.0601347680902847,13.329354494622377,-482.04545454545456,44.29603385925293
1_12,"['0_98', '0_3']",1,0.05761861186242543,13.039768173023147,-516.8181818181819,11.849446762691844
1_44,"['0_29', '0_12']",1,0.057034419672751024,13.280808830119918,-481.3636363636364,16.505038543180987
1_27,"['0_1', '0_76']",1,0.05578638757358431,13.296279731135472,-479.3181818181818,46.641700137745254
1_20,"['0_90', '0_78']",1,0.05557258348943688,13.425257022325178,-507.95454545454544,25.693076263774525
1_7,"['0_90', '0_55']",1,0.05386171557226712,13.444355406641735,-520.9090909090909,9.180288509889083
1_84,"['0_29', '0_12']",1,0.053388664503710756,13.233950690573186,-514.0909090909091,18.967389952052724
1_2,"['0_12', '0_3']",1,0.05336905616684727,13.366175865077786,-488.8636363636364,34.39012644507668
1_45,"['0_92', '0_92']",1,0.052483414170149234,13.679532576620499,-587.0454545454545,5.361813480203802
1_76,"['0_67', '0_55']",1,0.051651556430730466,13.655189033057082,-546.1363636363636,0.22042885693636807
1_13,"['0_10', '0_12']",1,0.05147449732509968,13.479562334487138,-500.45454545454544,2.7448724941773848
1_42,"['0_26', '0_80']",1,0.05137116390457533,13.720398048441881,-533.8636363636364,20.83849473433061
0_12,"['0_0', '0_1']",1,0.05002280058931083,13.50892449769916,-500.45454545454544,45.84924175522544
1_22,"['0_57', '0_43']",1,0.04958374367152357,13.078397475233327,-526.3636363636364,11.18031276220625
1_30,"['0_98', '0_98']",1,0.049397086743735406,13.628303389942573,-566.5909090909091,4.254772599447858
