cand_id,parents,rank,distance,yield,irr,mulch
7_20,"['2_47', '2_47']",1,inf,0.01802923028880618,-0.0,-99.96842193603516
0_106,[],1,inf,0.0,-0.0,-99.91720123291016
13_28,"['12_24', '12_83']",1,inf,14.333987525483106,-746.75,-20.769655895233154
14_58,"['13_59', '11_73']",1,inf,14.26983706846749,-817.75,-2.7372113943099974
6_62,"['5_77', '5_77']",1,inf,11.221920355476696,-0.0,-0.1265491358935833
6_53,"['2_17', '2_17']",1,inf,0.027152575651594867,-16.0,-0.01613055057823658
15_2,"['14_81', '14_43']",1,0.12584591582565793,11.68964277886,-182.75,-79.34713745117188
15_50,"['11_24', '14_80']",1,0.11755264187570452,12.902145764773005,-275.75,-66.63441486358643
15_76,"['13_28', '12_26']",1,0.09758225577490193,13.527296815634163,-461.75,-18.22593593597412
15_29,"['14_15', '14_15']",1,0.09564916137289692,13.934800695634493,-578.5,-1.757870888710022
15_22,"['14_58', '14_70']",1,0.08601780476506367,14.226233102160881,-781.75,-7.27301070690155
15_25,"['14_80', '14_70']",1,0.0625528969261506,12.770171616033249,-330.75,-37.190041637420656
15_36,"['14_58', '13_87']",1,0.062494551171042856,14.066326699158973,-699.5,-0.4417723804712296
15_16,"['14_7', '14_43']",1,0.06225866431257828,0.003077065110271316,-0.0,-57.419284439086915
15_13,"['11_73', '13_28']",1,0.05398042457304703,12.33257756524964,-388.5,-5.21257712841034
15_70,"['14_4', '14_57']",1,0.05365345696663974,14.272056201847468,-631.0,-97.74259147644042
11_73,"['9_87', '10_26']",1,0.05240042481258511,14.269594826519054,-809.5,-1.2066108942031861
15_12,"['11_24', '14_54']",1,0.049289092756358385,11.377783162627395,-172.75,-39.19612121582031
15_56,"['14_10', '14_10']",1,0.04924474099403031,14.198960207012442,-658.0,-11.013313913345337
15_34,"['14_89', '11_24']",1,0.047849992825953064,13.985186784643014,-535.75,-68.41858596801758
15_4,"['14_70', '14_70']",1,0.04659241374279022,11.527983426790149,-244.25,-19.246508026123045
15_82,"['11_73', '14_26']",1,0.044362615101412886,12.439885127357801,-335.25,-17.273321771621703
15_1,"['11_73', '14_58']",1,0.03592938072475378,14.094941687153513,-665.5,-1.291299831867218
15_75,"['14_22', '12_26']",1,0.03139716985962457,11.714269478937924,-335.25,-6.843777799606324
14_70,"['13_80', '13_29']",1,0.03122596602773298,11.734652598905253,-246.25,-17.600477170944213
15_10,"['13_28', '14_43']",1,0.03012819264799162,14.217804446078423,-693.5,-37.14994506835937
15_39,"['7_20', '11_24']",1,0.028650230975674026,0.0,-0.0,-96.31060371398925
15_32,"['0_106', '14_43']",1,0.025045318792609166,0.0,-0.0,-85.60181350708008
15_67,"['11_73', '14_58']",1,0.02503960652618221,13.512694386328201,-642.75,-0.7580351680517197
14_7,"['13_80', '7_20']",1,0.021783342109943447,0.005942261285693339,-0.0,-91.11136627197266
15_60,"['7_20', '14_57']",1,0.020029069499698238,0.041584167960755244,-0.0,-93.23952713012696
15_11,"['14_25', '11_73']",1,0.019190765645536522,14.07010660414232,-598.0,-4.848422956466675
15_8,"['0_106', '14_80']",1,0.0185458085501216,0.0,-0.0,-94.69156188964844
15_15,"['14_10', '14_35']",1,0.018110564815760646,14.312385467952506,-695.5,-25.17429389953613
15_58,"['6_53', '14_15']",1,0.017206508941452286,0.315298579020919,-109.25,-0.07330893855541945
15_80,"['0_106', '11_73']",1,0.010512882927170893,0.0,-0.0,-98.28220100402832
15_62,"['14_7', '13_28']",1,0.009484229770705541,0.0,-0.0,-9.722565126419067
15_54,"['0_106', '11_24']",1,0.006672540676516249,0.0,-0.0,-99.50354919433593
15_84,"['7_20', '7_20']",1,0.0012758118183721447,0.018028954617760495,-0.0,-99.96710205078125
15_83,"['14_30', '14_4']",2,0.13642704881050216,7.871441158752518,-19.75,-76.02833557128906
15_64,"['14_26', '14_15']",2,0.12762951495473976,12.65214068067765,-502.5,-43.713508415222165
15_89,"['13_28', '6_53']",2,0.09241667209975193,7.1430850319265655,-151.875,-9.82021963596344
15_68,"['11_24', '14_22']",2,0.0894848159048616,10.842070208181736,-221.25,-59.89586410522461
15_71,"['14_26', '14_58']",2,0.08870356034287141,13.490932019034346,-599.5,-46.30558681488037
15_81,"['14_81', '14_26']",2,0.07917481946935168,0.8420825831273427,-42.75,-14.782425928115845
15_44,"['14_58', '14_43']",2,0.07773320179149407,14.15549125871596,-738.75,-19.605332136154175
15_59,"['11_24', '14_4']",2,0.07612235883173452,12.123583939930054,-346.5,-76.5986499786377
15_14,"['14_4', '14_26']",2,0.07001000210211046,11.381586477837583,-308.5,-20.51549549102783
