cand_id,parents,rank,distance,yield,irrigation,yield_0,irr_0,yield_1,irr_1,yield_2,irr_2,yield_3,irr_3
33_42,"['32_11', '32_11']",1,inf,13.309425144824587,-333.36556243896484,13.425511862451883,444.5700988769531,11.47190922197255,105.0,14.498226949114803,444.03131103515625,13.84205254575911,339.86083984375
0_0,[],1,inf,5.611943881613731,-0.0,0.6172694407469668,0.0,11.326847942286435,0.0,10.054789715094044,0.0,0.4488684283274773,0.0
41_88,"['40_82', '0_0']",1,inf,5.611943881613731,-0.0,0.6172694407469668,0.0,11.326847942286435,0.0,10.054789715094044,0.0,0.4488684283274773,0.0
41_68,"['40_81', '0_0']",1,0.1373020201984101,5.695321230486624,-3.75,0.6172694407469668,0.0,11.326847942286435,0.0,10.054789715094044,0.0,0.7823778238190492,15.0
40_40,"['0_0', '39_8']",1,0.1373020201984101,6.7522009583648845,-3.75,0.6172694407469668,0.0,11.326847942286435,0.0,10.054789715094044,0.0,5.0098967353320925,15.0
40_32,"['39_38', '39_62']",1,0.12321723257967587,7.130075438648919,-11.25,0.6172694407469668,0.0,11.326847942286435,0.0,10.054789715094044,0.0,6.521394656468229,45.0
41_12,"['40_61', '40_62']",1,0.08154731836895186,12.577224662144761,-259.2953414916992,11.378842733623546,379.4120178222656,11.326847942286435,0.0,13.99585245801976,330.0,13.607355514649308,327.76934814453125
41_19,"['40_38', '40_40']",1,0.0803499960243754,9.4203065502288,-92.64536476135254,3.3312394781157004,114.26642608642578,11.326847942286435,0.0,11.49627866217867,90.0,11.526860118334392,166.31503295898438
40_2,"['38_71', '39_51']",1,0.08009233458916643,11.356310285879925,-149.96362686157227,10.937659810452741,315.9451599121094,11.326847942286435,0.0,11.607582023156853,105.0,11.553151367623673,178.9093475341797
41_5,"['40_30', '40_39']",1,0.07445568680117667,12.484460333147169,-229.43505859375,11.104809216718401,331.052490234375,11.326847942286435,0.0,13.826999158202414,315.0,13.679185015381428,271.687744140625
41_60,"['40_34', '40_83']",1,0.06601026764769702,11.986146150757012,-196.29900360107422,11.01149782523933,315.8984680175781,11.326847942286435,0.0,11.904754216217627,180.0,13.701484619284658,289.29754638671875
41_39,"['40_32', '40_47']",1,0.06436271399485423,7.451340049634128,-21.145492553710938,0.6172694407469668,0.0,11.326847942286435,0.0,10.054789715094044,0.0,7.806453100409064,84.58197021484375
41_23,"['40_78', '40_82']",1,0.06235305481411475,8.942629212308868,-72.57756805419922,0.6172694407469668,0.0,11.326847942286435,0.0,10.054789715094044,0.0,13.771609751108024,290.3102722167969
41_17,"['39_48', '40_61']",1,0.060777675659514245,12.893204998033346,-278.5432586669922,12.332061941737052,424.28607177734375,11.410457147451986,15.0,14.12385825450664,345.0,13.706442648437706,329.886962890625
