cand_id,parents,rank,distance,yield,irrigation,yield_0,irr_0,yield_1,irr_1,yield_2,irr_2,yield_3,irr_3
0_44,"['0_1', '0_0']",1,inf,13.228472481559095,-333.48492431640625,12.871397602804054,431.3929748535156,11.474338102229725,105.0,14.526705036575692,430.1881103515625,14.04144918462691,367.3586120605469
0_0,[],1,inf,5.611943881613731,-0.0,0.6172694407469668,0.0,11.326847942286435,0.0,10.054789715094044,0.0,0.4488684283274773,0.0
3_84,"['2_25', '2_73']",1,inf,5.611943881613731,-0.0,0.6172694407469668,0.0,11.326847942286435,0.0,10.054789715094044,0.0,0.4488684283274773,0.0
2_25,"['1_56', '1_70']",1,0.12510658289633375,6.744214721754558,-7.5,0.6172694407469668,0.0,11.326847942286435,0.0,10.0916999297794,15.0,4.94104157420543,15.0
3_55,"['2_44', '2_63']",1,0.1216246777231419,11.450181244564584,-166.34798049926758,10.193517288133608,280.12939453125,11.326847942286435,0.0,11.811285837853443,150.0,12.469073909984848,235.2625274658203
3_68,"['0_44', '1_50']",1,0.10060128142423964,13.053202589940208,-327.5135269165039,12.200767640897649,429.6857604980469,11.474179950066025,135.0,14.509611812582675,420.2160339355469,14.028250956214478,325.1523132324219
2_44,"['0_44', '1_36']",1,0.09848167940249962,13.014491369964466,-268.68505096435547,12.585285578539636,416.5792541503906,11.462582404490796,45.0,14.254141546404101,330.0,13.755955950423328,283.16094970703125
3_5,"['2_50', '1_50']",1,0.09616451369079104,9.458446291320044,-87.25090789794922,2.874612440776696,104.86093139648438,11.326847942286435,0.0,10.383132583325954,15.0,13.249192198891087,229.1427001953125
3_19,"['2_25', '2_25']",1,0.09517110634340252,6.744214721754558,-7.5,0.6172694407469668,0.0,11.326847942286435,0.0,10.0916999297794,15.0,4.94104157420543,15.0
2_17,"['1_74', '1_58']",1,0.09453494638225426,11.674123946848791,-188.60675811767578,11.08083216852641,379.4270324707031,11.326847942286435,0.0,10.672312204577526,75.0,13.61650347200479,300.0
3_49,"['2_64', '1_50']",1,0.08019438434041903,10.777686146094945,-132.6755485534668,8.272728623601832,262.3460998535156,11.326847942286435,0.0,10.153065078008856,15.0,13.35810294048266,253.35609436035156
3_9,"['0_44', '2_11']",1,0.07919606051344372,12.290830663398875,-204.7122344970703,11.129743841593351,340.524658203125,11.377337274759252,30.0,13.148474040718977,210.0,13.507767496523922,238.32427978515625
3_20,"['1_74', '2_74']",1,0.05594051258002458,9.772904001054403,-94.35443496704102,4.729144481653258,147.47991943359375,11.326847942286435,0.0,11.461836527167607,75.0,11.573787053110312,154.9378204345703
3_64,"['2_74', '2_88']",1,0.049335331977099946,9.92785706163137,-103.11947631835938,5.357531944980125,187.4779052734375,11.326847942286435,0.0,10.980821425559084,45.0,12.046226933699836,180.0
3_38,"['2_9', '1_74']",1,0.04017112903651744,9.019041930733245,-76.36603927612305,2.436703723550169,106.72834777832031,11.326847942286435,0.0,10.383132583325954,15.0,11.929483473770423,183.73580932617188
3_45,"['2_39', '2_15']",1,0.03607888649057884,12.948247440535225,-260.04801177978516,12.79726960037773,425.1920471191406,11.349898828968328,15.0,13.914058251629712,285.0,13.731763081165129,315.0
