cand_id,parents,rank,distance,kcal,irr
18_30,"['17_54', '17_54']",1,inf,34272151.760578044,-551.5116279069767
21_87,"['20_20', '17_61']",1,inf,20222213.672455095,-0.0
21_12,"['17_61', '18_15']",1,0.07392066356665647,23210663.38973927,-49.01162790697674
21_57,"['20_61', '20_4']",1,0.07371087637307765,25301282.369402524,-78.48837209302326
21_3,"['20_1', '20_82']",1,0.05879851209037975,31790217.924806118,-271.9186046511628
20_56,"['19_1', '18_30']",1,0.05772271305762108,34088772.023604624,-540.3488372093024
20_4,"['19_82', '19_19']",1,0.05543132419182893,29529449.86175913,-208.43023255813952
21_38,"['20_49', '20_82']",1,0.05045888091510435,31130832.985994086,-255.87209302325581
21_73,"['20_54', '20_5']",1,0.048188233339201324,32949237.39410488,-429.4186046511628
21_37,"['20_57', '20_82']",1,0.046302419971143524,27986549.617925823,-145.46511627906978
21_59,"['20_54', '20_5']",1,0.03955232877203031,33830949.52274327,-460.63953488372096
21_7,"['20_82', '20_49']",1,0.036148022346059974,30626079.715652328,-225.34883720930233
21_40,"['20_60', '20_73']",1,0.035672885086460354,22730952.718351133,-45.348837209302324
21_78,"['20_21', '18_15']",1,0.035332711896610455,28345113.35019669,-194.82558139534885
21_44,"['20_20', '20_50']",1,0.03367394568127339,22332038.023878846,-39.24418604651163
21_36,"['20_20', '20_60']",1,0.03246719070035813,26725724.445754994,-107.79069767441861
20_82,"['19_87', '19_63']",1,0.024557873615793667,30761364.25204805,-250.98837209302326
21_8,"['20_1', '20_50']",1,0.023965284475872338,32542385.948136974,-414.9418604651163
21_85,"['20_73', '20_49']",1,0.023385121151432906,21576974.939561967,-25.813953488372093
21_14,"['19_82', '20_21']",1,0.014988865347627271,31875780.67925695,-367.6744186046512
21_22,"['20_55', '20_1']",1,0.013590003132464976,21088528.938950386,-14.30232558139535
21_84,"['20_26', '19_40']",1,0.011576341951562916,20900321.371294525,-3.313953488372093
21_1,"['20_1', '20_49']",1,0.0054706816853705344,32407922.84656244,-400.8139534883721
16_36,"['12_49', '12_49']",2,0.10901375467376785,33713989.546109974,-528.3139534883721
21_0,"['20_54', '20_19']",2,0.06059560641253249,31847884.09705673,-399.7674418604651
