cand_id,parents,rank,distance,kcal,irr
3_17,"['0_43', '0_43']",1,inf,34260148.420210026,-910.6395348837209
2_64,"['0_13', '1_64']",1,inf,18276141.69642919,-0.0
3_3,"['1_17', '2_64']",1,0.07036016109230808,23336466.9163944,-74.65116279069767
2_41,"['1_17', '1_46']",1,0.060822383151224776,30813756.83456297,-397.3255813953488
1_17,"['0_39', '0_13']",1,0.05186720630035829,28282949.468340304,-195.17441860465115
3_12,"['2_64', '2_74']",1,0.04883556575729857,20850788.595432192,-42.906976744186046
3_47,"['2_41', '2_46']",1,0.04604049522647725,29293336.00806681,-274.36046511627904
3_33,"['1_17', '2_35']",1,0.03912868532055512,27449137.8752749,-183.8372093023256
3_54,"['0_43', '1_31']",1,0.034264967150903686,34254497.25855211,-712.6744186046511
1_50,"['0_43', '0_13']",1,0.032121323451741624,24606671.735562906,-179.65116279069767
1_31,"['0_43', '0_10']",1,0.03191936268580171,33340112.856126912,-479.6511627906977
3_74,"['2_57', '1_31']",1,0.02330804910066129,34169261.864054516,-610.2906976744187
3_87,"['2_78', '2_78']",1,0.021516355042654797,19894560.08706429,-39.06976744186046
3_26,"['1_31', '1_31']",1,0.018504474941900644,33053000.040637188,-477.3837209302326
3_37,"['2_51', '0_13']",1,0.017759847343448334,19769792.33311005,-0.3488372093023256
3_31,"['1_31', '2_49']",1,0.015655687975065675,33942754.68904856,-546.1046511627907
2_21,"['1_63', '1_50']",1,0.012907813438862284,34237765.15922484,-677.4418604651163
3_48,"['1_31', '1_31']",1,0.0043450390862386935,33318530.953731693,-478.95348837209303
1_63,"['0_43', '0_43']",2,inf,34253582.16449726,-912.3837209302326
3_88,"['2_35', '2_35']",2,0.08967214923851403,25600136.813725736,-218.02325581395348
3_19,"['2_84', '0_43']",2,0.08964115983594981,34246430.87739031,-752.9651162790698
3_53,"['1_63', '2_64']",2,0.07400741928763704,29748940.54922539,-510.1744186046512
3_7,"['2_35', '1_5']",2,0.062783230237812,26598522.55735824,-266.6860465116279
1_5,"['0_37', '0_11']",2,0.05253534442021064,28876094.042149063,-354.24418604651163
3_34,"['2_25', '2_64']",2,0.04556573867208935,18643394.334124252,-19.88372093023256
3_45,"['1_17', '2_39']",2,0.040979090188560094,23986357.89165107,-205.46511627906978
3_85,"['1_17', '2_64']",2,0.03259082409712624,17611683.55062276,-4.709302325581396
3_73,"['2_78', '1_50']",2,0.03243800476333218,18802241.332591057,-35.58139534883721
3_15,"['2_21', '1_31']",2,0.029467739719419832,33288596.551379576,-554.8255813953489
3_79,"['2_25', '1_31']",2,0.0243098013696599,27849084.854805637,-283.95348837209303
3_78,"['1_50', '2_72']",2,0.02422719981957796,23911708.697606165,-179.82558139534885
3_23,"['1_50', '2_46']",2,0.023161105294374235,22968880.138133973,-76.04651162790698
3_80,"['2_54', '2_54']",2,0.021088111843807027,18085280.375903677,-11.337209302325581
3_20,"['1_63', '2_64']",2,0.020439384063339953,32644457.650286354,-510.69767441860466
1_46,"['0_11', '0_43']",2,0.014489808951470584,34154055.46992357,-615.0
0_43,[],2,0.0021698579353283823,34253189.53590536,-912.2093023255813
3_22,"['1_63', '2_42']",3,0.1752890283963965,34227787.744204946,-825.5232558139535
3_1,"['1_0', '1_50']",3,0.0685217590970022,26939996.406996764,-285.0
3_75,"['2_46', '2_39']",3,0.04388162166070828,21038488.2229551,-96.62790697674419
3_24,"['1_63', '2_84']",3,0.042347796861267606,32850171.754839696,-694.5348837209302
3_8,"['2_21', '2_31']",3,0.04222984865364994,34064437.40849691,-725.5813953488372
3_29,"['2_84', '2_42']",3,0.03547647982921562,31845199.42171811,-523.7790697674419
3_51,"['1_46', '1_31']",3,0.034404566956370446,31063003.194426388,-522.3837209302326
3_11,"['2_46', '2_39']",3,0.033066400246774624,21962543.173000406,-104.47674418604652
3_66,"['2_64', '2_51']",3,0.03275419266019241,17102902.039459754,-8.372093023255815
3_84,"['1_31', '2_41']",3,0.030574596415573953,28027184.274920076,-488.8953488372093
3_14,"['2_31', '2_84']",3,0.029793402708930387,32785480.368422255,-596.1627906976744
3_43,"['1_31', '1_46']",3,0.02889001942215022,32589990.582337525,-545.9302325581396
3_59,"['1_50', '1_5']",3,0.026988594498498723,24872192.780247673,-250.2906976744186
3_32,"['2_51', '1_31']",3,0.009939729798963503,22037531.29408194,-244.53488372093022
3_68,"['1_5', '1_31']",4,0.06334242829276614,22518471.197833467,-328.0813953488372
3_82,"['1_63', '2_41']",4,0.051770108998400184,33900843.23366756,-744.2441860465116
3_16,"['1_31', '2_49']",4,0.037800168462114675,31369593.74687599,-573.6627906976744
3_49,"['2_41', '1_46']",4,0.034257719187183046,26756705.837669376,-448.77906976744185
3_60,"['2_54', '1_31']",4,0.0338985794460793,22661886.756101616,-331.04651162790697
3_35,"['1_5', '1_50']",4,0.031728233030600995,16345404.985808326,-117.38372093023256
3_86,"['2_35', '1_63']",4,0.02726335026218656,26890827.94250848,-564.2441860465116
3_70,"['2_39', '2_46']",4,0.02619398777082378,16042019.755754033,-83.02325581395348
3_61,"['1_31', '2_31']",4,0.02284976559387012,32522013.467561267,-578.0232558139535
