cand_id,parents,rank,distance,yield,irrigation,smts,max_irr_season
8_17,"['6_37', '6_37']",1,inf,14.408503889106747,-315.0,"[61.767506, 72.45271, 38.460846, 51.695015]",441.40570068359375
5_83,"['0_0', '4_33']",1,inf,10.811224416047088,-2.244288206100464,"[26.45281, 28.165869, 38.457973, 36.144382]",2.244288206100464
8_32,"['7_38', '5_83']",1,0.11390455436995228,11.31772601110597,-16.283674240112305,"[25.520397, 37.722767, 39.024826, 37.04179]",16.283674240112305
8_60,"['7_68', '5_83']",1,0.10670448328084892,11.03043572913824,-8.68229866027832,"[33.526684, 31.88246, 39.532955, 41.823418]",8.68229866027832
8_34,"['7_23', '7_54']",1,0.09938633879367835,14.013963356348356,-160.9398651123047,"[41.708065, 54.25023, 55.803394, 23.214537]",160.9398651123047
8_24,"['7_39', '7_23']",1,0.0870863664168921,14.122967460741428,-181.78955078125,"[59.8704, 50.21457, 40.433544, 26.273527]",181.78955078125
8_31,"['7_76', '7_76']",1,0.0803576823323319,12.899601337775465,-65.2140884399414,"[34.038242, 46.52242, 44.279762, 31.54938]",65.2140884399414
8_22,"['7_68', '5_83']",1,0.07265055637913069,11.01302264042403,-8.285070419311523,"[27.606688, 34.680893, 36.91458, 43.22442]",8.285070419311523
7_10,"['6_79', '6_46']",1,0.07200232419209773,13.57472034567902,-102.01339721679688,"[34.945526, 42.63064, 56.47866, 30.780914]",102.01339721679688
8_37,"['7_54', '7_38']",1,0.07176000573390102,13.931253533686569,-147.58958435058594,"[36.47854, 52.496975, 56.35107, 30.666512]",147.58958435058594
8_50,"['7_3', '7_23']",1,0.06636671164899505,12.626846649593539,-65.02945709228516,"[42.11306, 37.948204, 56.71163, 36.63727]",65.02945709228516
8_11,"['7_30', '7_30']",1,0.06600668916785238,12.276946712937956,-41.62247085571289,"[36.548023, 41.057915, 47.511353, 28.868553]",41.62247085571289
7_85,"['6_87', '6_3']",1,0.06402149875551436,11.877519491016875,-29.972354888916016,"[30.57037, 50.734306, 41.35875, 33.79741]",29.972354888916016
7_23,"['6_53', '6_25']",1,0.0632666054533211,12.100647611533208,-37.08053207397461,"[38.24269, 53.37451, 53.83412, 26.945967]",37.08053207397461
8_74,"['7_23', '7_76']",1,0.062371484107279336,13.180831593714558,-80.10861206054688,"[34.939625, 42.595753, 45.228386, 29.5871]",80.10861206054688
8_42,"['5_83', '7_8']",1,0.06010720108809806,10.815667242543997,-2.614950180053711,"[29.71352, 34.31777, 39.6735, 29.80477]",2.614950180053711
8_36,"['6_37', '7_68']",1,0.059656501381562546,14.367870514805547,-255.0,"[59.9347, 65.510025, 39.434822, 36.194176]",411.63970947265625
8_72,"['7_25', '7_30']",1,0.05580798346778665,14.174744583041486,-210.0,"[45.93242, 50.109505, 37.97499, 28.830858]",223.44566345214844
8_81,"['7_42', '7_3']",1,0.051870643624266306,11.957623465382232,-32.17356872558594,"[36.233883, 40.941925, 52.110558, 38.204517]",32.17356872558594
5_33,"['4_55', '4_3']",1,0.0497149665221918,13.717100141274214,-124.9267578125,"[42.553364, 58.586796, 51.781845, 22.88765]",124.9267578125
8_87,"['7_23', '7_11']",1,0.04783091776833248,12.458331698676055,-49.05726623535156,"[37.40223, 63.766605, 57.194447, 20.851921]",49.05726623535156
8_35,"['7_54', '7_10']",1,0.04765622258489806,13.473250924087946,-94.32162475585938,"[31.5146, 34.619106, 57.529575, 31.96018]",94.32162475585938
7_25,"['6_37', '5_59']",1,0.04749466303624754,14.40262967681261,-300.0,"[57.501198, 64.029945, 34.81743, 49.156513]",424.3895568847656
8_5,"['7_33', '7_39']",1,0.04734889978378583,13.761260475662224,-130.8140106201172,"[47.758568, 49.367992, 60.510605, 33.250217]",130.8140106201172
8_23,"['7_39', '7_9']",1,0.04674558506114748,13.137224288553963,-76.0272216796875,"[35.53212, 42.246555, 50.415577, 33.751244]",76.0272216796875
8_61,"['5_83', '7_25']",1,0.04626883320141152,14.172569987881982,-184.92660522460938,"[58.486347, 60.540504, 44.982227, 28.597841]",184.92660522460938
8_10,"['7_39', '5_83']",1,0.04596827455873807,11.43309294851826,-19.382516860961914,"[37.19118, 32.102398, 42.18858, 34.419292]",19.382516860961914
8_46,"['6_37', '7_30']",1,0.045916654139787696,13.657293367098116,-123.52391815185547,"[40.01876, 51.16071, 47.500202, 22.82632]",123.52391815185547
7_54,"['6_89', '6_87']",1,0.043651248812174075,13.947397650317628,-155.32125854492188,"[43.066498, 65.52254, 39.989395, 25.10126]",155.32125854492188
8_12,"['7_31', '7_11']",1,0.04153827906801325,13.841515022518141,-132.51077270507812,"[35.895306, 60.168182, 38.447052, 45.819386]",132.51077270507812
8_79,"['7_16', '7_29']",1,0.04071670151193924,12.155698199175138,-37.79022979736328,"[21.725712, 49.248123, 55.59414, 33.27309]",37.79022979736328
8_85,"['5_33', '5_83']",1,0.034542666364379575,11.416392321864398,-18.70354652404785,"[28.248913, 55.493885, 35.208954, 33.980137]",18.70354652404785
8_65,"['7_85', '7_29']",1,0.031864252601954704,13.034227505168621,-71.7157211303711,"[31.883717, 55.758114, 44.259243, 31.901848]",71.7157211303711
8_7,"['7_3', '7_76']",1,0.03180272543410377,11.76762678873505,-26.941680908203125,"[36.152588, 47.528343, 44.35608, 49.019093]",26.941680908203125
7_3,"['6_3', '6_77']",1,0.03128487154314971,11.676067147916442,-24.307580947875977,"[38.877903, 37.92435, 52.181393, 46.06156]",24.307580947875977
