cand_id,parents,rank,distance,yield,irr
37_34,"['36_74', '34_2']",1,inf,14.358755974288817,-546.0
36_12,"['34_73', '34_73']",1,inf,11.096645069202053,-0.0
37_9,"['36_13', '36_12']",1,0.06842448778526226,11.223006541218384,-66.75
38_2,"['37_34', '37_43']",1,0.0675325341460301,14.176884420048614,-421.5
38_36,"['37_56', '37_34']",1,0.062268572113106886,14.081171211431755,-397.5
38_18,"['37_9', '37_78']",1,0.05166933188703733,12.191408353116039,-177.75
38_42,"['37_37', '36_51']",1,0.04972050081811865,11.493044949876204,-111.0
38_79,"['37_3', '37_0']",1,0.04687616761561321,13.42417189562743,-270.75
38_53,"['37_55', '37_40']",1,0.044720512548042254,14.242996198272124,-444.75
38_48,"['37_88', '37_0']",1,0.03960417194569641,12.390419200943368,-183.75
37_88,"['36_88', '36_51']",1,0.03476947183226863,11.791131222903035,-117.75
38_59,"['37_88', '37_5']",1,0.034082923040568376,11.413880713222472,-87.0
38_63,"['36_51', '37_0']",1,0.031413040100269705,13.606288201842876,-294.75
38_17,"['37_70', '37_88']",1,0.03025832671374279,11.961376074534957,-133.5
38_89,"['37_40', '37_4']",1,0.029792365099149197,13.541926346876448,-284.25
38_5,"['37_88', '37_88']",1,0.029437323165771447,11.898350977101401,-125.25
38_40,"['37_6', '37_3']",1,0.028822919124516243,13.82314573184588,-318.75
37_43,"['36_24', '36_0']",1,0.02862652367935519,12.660018207139327,-213.0
38_19,"['37_6', '37_70']",1,0.0277126698503284,12.913882568323734,-245.25
38_62,"['37_40', '37_5']",1,0.027091724335865625,12.471159177700631,-204.0
38_4,"['36_51', '37_4']",1,0.026893912079738333,12.713499333701817,-216.75
38_8,"['37_25', '37_34']",1,0.026810658340191675,14.043627690221388,-369.0
38_86,"['37_56', '37_70']",1,0.025650639410616433,12.185217197049914,-168.75
38_85,"['37_88', '37_41']",1,0.024821156067682898,12.610520057298503,-205.5
37_3,"['36_0', '36_40']",1,0.024700877993869826,12.465211757136696,-193.5
38_41,"['37_3', '37_37']",1,0.02272030478394131,12.844894620714381,-226.5
38_9,"['36_12', '37_9']",1,0.02239331366176469,11.130074245749483,-18.75
38_32,"['37_55', '37_3']",1,0.01897786737111478,13.23974443821454,-248.25
38_52,"['37_40', '37_40']",1,0.016102096136628552,13.940661203441417,-342.0
38_31,"['37_40', '35_32']",1,0.01580206273921234,13.750007125715635,-303.75
38_1,"['37_43', '37_5']",1,0.01578121207331073,12.399133126624744,-188.25
38_78,"['37_88', '37_81']",1,0.01364249727819069,12.44806788427222,-192.0
38_27,"['37_81', '37_3']",1,0.013027216103455763,13.356130593456161,-255.0
37_40,"['36_83', '36_17']",1,0.012770255900824118,13.946387511120117,-343.5
38_23,"['37_88', '36_51']",1,0.011843458270848126,12.000008404772519,-143.25
38_83,"['37_78', '37_86']",2,0.053868631872945716,14.163980558760972,-433.5
38_33,"['37_3', '35_32']",2,0.051387774284549916,11.94143603232736,-144.75
38_70,"['37_43', '37_85']",2,0.04590240708593917,12.818198571740998,-236.25
38_38,"['37_85', '37_82']",2,0.044883614550936375,14.17753643476162,-449.25
38_15,"['37_88', '37_70']",2,0.03960528047196764,11.217649567945571,-80.25
38_69,"['37_70', '37_34']",2,0.026559578638549918,13.73573206491588,-337.5
37_5,"['36_51', '36_0']",2,0.025798158445160035,11.378739738656783,-99.0
36_51,"['35_42', '35_2']",2,0.025374080930965933,11.862472236633138,-129.75
37_61,"['36_8', '36_74']",2,0.02506452725733914,14.028490612844553,-390.75
38_44,"['37_5', '37_56']",2,0.023404775587692155,11.297015171099313,-91.5
38_3,"['37_70', '37_25']",2,0.022087856248227886,11.878177119077925,-142.5
38_39,"['37_3', '37_88']",2,0.020949308493745832,11.328298948094682,-93.0
38_72,"['37_40', '36_51']",2,0.016387781826601035,12.58034953246997,-219.0
38_64,"['37_25', '35_32']",2,0.015428198104546683,13.17025925136636,-260.25
38_6,"['36_12', '37_4']",2,0.014070226176762233,10.947934838868372,-13.5
38_43,"['37_61', '37_88']",2,0.013180070373718919,13.903025780356206,-345.0
38_87,"['37_5', '37_40']",2,0.013083862259200283,13.601828615184894,-302.25
38_22,"['36_51', '37_3']",2,0.010442224062171575,13.12332821838838,-252.75
38_55,"['37_82', '37_61']",2,0.0086530506006251,14.040187838230171,-395.25
38_65,"['36_12', '37_3']",2,0.007945973569614797,10.947663905234414,-0.0
38_67,"['37_0', '37_70']",2,0.006373086394590928,13.167719646972397,-259.5
38_82,"['37_3', '37_6']",2,0.005497215622522905,13.611948105116188,-305.25
38_57,"['37_3', '37_9']",3,0.07910548260784893,11.71904652897564,-167.25
38_76,"['36_12', '37_40']",3,0.046710418385157715,10.880548680289861,-36.0
38_26,"['37_5', '37_6']",3,0.032408357925990686,12.13696437766073,-220.5
38_88,"['36_12', '37_25']",3,0.03168075624782186,10.807814363987218,-0.0
38_13,"['37_70', '37_40']",3,0.02995977874934781,13.151159314125394,-282.75
38_75,"['37_37', '37_5']",3,0.026456779564590523,11.20165789417818,-103.5
38_29,"['37_9', '37_40']",3,0.023627382608223554,12.431059661093098,-228.0
38_7,"['37_34', '37_56']",3,0.01792310957633056,14.002363506672413,-393.75
38_71,"['37_41', '37_25']",3,0.017716052664819237,13.88713254702834,-369.0
38_47,"['37_40', '37_56']",3,0.015025892777588685,13.535558754086841,-312.0
38_14,"['37_86', '36_51']",3,0.011799375977003007,12.589310508672071,-251.25
38_60,"['35_32', '37_40']",3,0.010820219812941803,13.100861188387347,-258.0
38_45,"['37_70', '37_5']",3,0.008695079379482577,11.358185696473354,-111.0
38_0,"['37_43', '37_61']",3,0.0066792428822433116,12.837639419201455,-256.5
38_21,"['37_43', '37_61']",3,0.005277110859637437,13.51934049881709,-306.0
38_81,"['37_5', '37_56']",4,0.0852961799871684,10.741611058463635,-38.25
38_20,"['36_12', '37_88']",4,0.07440098281751238,9.313820088825555,-9.75
38_16,"['37_88', '36_12']",4,0.07094517868658284,9.321894293979499,-11.25
38_61,"['35_32', '37_25']",4,0.059136027646226844,10.763316953313769,-48.0
38_25,"['37_43', '37_40']",4,0.034049795697540956,13.857625919743915,-382.5
38_51,"['37_78', '37_37']",4,0.03280314856325955,13.075684135695264,-266.25
38_11,"['37_6', '35_32']",4,0.028791074994834964,13.831353750919703,-375.75
38_68,"['37_70', '37_34']",4,0.023584633415746,13.514104187387275,-317.25
38_49,"['37_86', '37_0']",4,0.021965664351371587,13.32061663348201,-306.75
38_24,"['36_12', '37_10']",4,0.02164394276362503,12.02686772746782,-246.75
38_37,"['36_12', '37_86']",4,0.011967505456395505,11.179667278384816,-186.0
38_46,"['37_3', '37_9']",4,0.011342367056435505,11.170061540323058,-114.75
38_35,"['37_9', '37_3']",5,0.11182698328828648,9.85722814327245,-112.5
38_58,"['37_9', '37_88']",5,0.07199535676351806,8.865670103807478,-21.0
38_74,"['37_6', '36_51']",5,0.03961663272915909,13.37284900291337,-327.75
38_77,"['37_34', '37_61']",5,0.022837991261401937,13.617960280656707,-446.25
38_50,"['37_56', '37_40']",5,0.021871115460853588,12.913828952102708,-300.75
38_80,"['37_9', '37_43']",5,0.02028271677561139,10.950496087568968,-214.5
38_28,"['37_3', '37_86']",5,0.01386171396157208,13.193717262050844,-310.5
38_10,"['37_4', '37_43']",5,0.008053999468079552,10.748974455167376,-115.5
38_12,"['36_51', '36_12']",6,0.37974432834072347,8.749856860158925,-21.75
38_73,"['37_6', '36_12']",6,0.10840465813078667,10.212002188758188,-214.5
38_34,"['37_34', '37_82']",6,0.09608672712854589,13.229568614511303,-466.5
38_56,"['37_86', '36_51']",6,0.005396497493382017,13.120849076965436,-310.5
38_66,"['37_88', '37_34']",7,0.03693629805722,12.985760062266783,-336.0
38_30,"['37_3', '37_41']",8,0.04212757121876545,12.834847406136513,-357.0
38_54,"['37_34', '37_43']",8,0.034853420893114745,12.50857872217754,-347.25
38_84,"['37_85', '37_6']",9,inf,5.878214478883629,-498.75
