cand_id,parents,rank,distance,yield,irr
20_14,"['12_1', '12_1']",1,inf,14.323564564973719,-495.75
18_78,"['16_84', '17_72']",1,inf,11.062809234054233,-0.0
19_17,"['18_26', '18_73']",1,0.0682761723779563,14.129643842690523,-426.75
18_26,"['17_12', '16_77']",1,0.06547931735045437,14.192782056329923,-453.75
20_56,"['19_88', '14_15']",1,0.06284378490798062,11.83629705432021,-126.75
19_23,"['14_15', '18_51']",1,0.056913708427992295,12.403353089216036,-187.5
20_86,"['18_26', '19_69']",1,0.056378758043742816,12.96302232058114,-241.5
20_51,"['19_12', '14_15']",1,0.04741824326822407,11.512802569884105,-114.75
20_57,"['12_1', '19_69']",1,0.040760130489554125,13.468617092895844,-280.5
19_85,"['18_37', '18_34']",1,0.039767155206398584,11.204230807689173,-46.5
20_16,"['19_3', '19_18']",1,0.038800070758911634,14.067735197308911,-384.0
20_68,"['19_23', '18_63']",1,0.03621522186385921,11.41469652619189,-95.25
20_31,"['19_23', '19_68']",1,0.0322520197253295,12.562727318470383,-196.5
20_28,"['19_17', '19_46']",1,0.03150254582411992,13.754526202087396,-332.25
19_44,"['14_15', '18_34']",1,0.031048937630473106,11.223456964991188,-75.0
20_26,"['18_51', '19_47']",1,0.03096589291373485,13.794647745381008,-346.5
20_83,"['19_46', '19_17']",1,0.029520881018915625,12.736243393959167,-217.5
20_49,"['19_12', '19_88']",1,0.023200022248460055,12.019685630996175,-151.5
20_58,"['14_15', '19_54']",1,0.0197843530659561,13.116885563542942,-268.5
20_27,"['19_44', '19_47']",1,0.018118055206263552,13.603913204654683,-330.75
20_70,"['19_14', '19_69']",1,0.016771720241712453,14.043962698369928,-354.0
20_4,"['18_63', '19_67']",1,0.01676512136709374,12.603022198034658,-202.5
20_85,"['19_46', '14_15']",1,0.01668495711264206,11.48939268883775,-109.5
20_18,"['18_63', '19_88']",1,0.015011085485396456,12.213883477423938,-156.75
20_64,"['19_44', '19_44']",1,0.01393771355987154,11.22415090769179,-77.25
20_20,"['14_15', '19_46']",1,0.01296348979005529,11.472645499689374,-108.0
20_39,"['18_51', '19_18']",1,0.006149030379129484,12.971026228054532,-255.0
20_17,"['19_29', '19_23']",2,0.05839136359045857,12.690912327052134,-225.0
20_65,"['18_51', '18_5']",2,0.05234247678221815,12.208011343127016,-161.25
20_60,"['19_18', '19_47']",2,0.0449471562761563,13.758854560046975,-368.25
20_47,"['19_24', '19_84']",2,0.04024582782133186,11.640984666185616,-153.75
20_34,"['19_85', '12_1']",2,0.04015414199283041,13.584695539374257,-340.5
20_3,"['18_78', '19_23']",2,0.029353989780704075,11.035595881607229,-35.25
20_30,"['18_63', '19_44']",2,0.027408229666494692,11.211222527016803,-83.25
20_54,"['18_78', '19_67']",2,0.02739216436007653,10.98993828566983,-0.75
20_19,"['18_26', '18_26']",2,0.023228133125344157,14.189759356798271,-456.0
19_67,"['18_5', '17_5']",2,0.019947260636372595,13.355454169829466,-286.5
20_48,"['18_26', '14_15']",2,0.017698040907244153,12.982426735300132,-271.5
20_24,"['12_1', '18_63']",2,0.013835046096227252,12.92672855798437,-256.5
19_46,"['14_15', '14_15']",2,0.013004817945469442,11.346999719420818,-99.0
20_40,"['19_54', '19_54']",2,0.012249078326610822,14.063940459714203,-386.25
12_1,"['11_78', '11_14']",2,0.009990317626583218,14.322065571838845,-497.25
20_73,"['18_51', '19_68']",2,0.005245758406716232,12.219688618430355,-202.5
20_43,"['19_46', '19_46']",2,0.0039788731241867025,11.406779416463731,-102.75
20_87,"['18_78', '19_17']",2,0.0027692691283894774,10.83414570957654,-0.0
20_46,"['12_1', '18_26']",3,inf,14.293868219006075,-528.75
20_50,"['18_78', '19_11']",3,0.17557489143678864,5.2433108365745795,-0.0
20_23,"['19_24', '19_46']",3,0.08517327633125409,13.186651372809887,-324.75
20_81,"['19_44', '19_69']",3,0.05085491291361118,12.08450612952781,-177.75
20_72,"['19_12', '18_78']",3,0.043156236561244524,10.830025475263792,-12.0
20_2,"['19_17', '18_5']",3,0.03352697816125918,12.226631023149256,-262.5
20_37,"['18_63', '12_1']",3,0.030155249624151465,14.112689626133692,-506.25
20_11,"['18_26', '19_54']",3,0.02856181504817979,14.17278511061284,-512.25
20_10,"['19_54', '18_51']",3,0.027718641931605635,14.022894348090158,-396.0
20_7,"['19_14', '19_3']",3,0.026402842208224194,13.310894107875725,-350.25
