cand_id,parents,rank,distance,yield,irr
34_59,"['32_28', '33_12']",4,0.0252875190244607,11.235521932423524,-142.5
34_68,"['33_85', '33_12']",4,0.01667025920659741,13.57347891465271,-345.75
34_6,"['33_12', '33_28']",4,0.016589056039541472,11.510769827242063,-187.5
34_39,"['32_28', '30_46']",4,0.005983055914392241,11.03589718670526,-0.0
34_77,"['30_46', '33_85']",5,0.04910954441210159,10.76616214988718,-0.0
34_66,"['32_25', '33_64']",5,0.040775459266741296,12.068362037370278,-270.0
34_13,"['33_54', '26_10']",5,0.040293930249364326,13.461433068635676,-404.25
34_54,"['32_43', '33_25']",5,0.028557951426766946,12.70150757247654,-296.25
34_0,"['32_36', '33_64']",5,0.024777908663536664,11.015547070680501,-54.75
34_71,"['32_43', '33_82']",5,0.02086849635803304,12.56949924829636,-283.5
34_36,"['33_32', '30_46']",5,0.008834999895009141,10.948452980791577,-1.5
34_28,"['33_32', '30_46']",6,0.13219197036279953,10.107815753363678,-14.25
34_72,"['30_46', '33_64']",6,0.10242172039410913,9.34065490460805,-0.0
34_27,"['32_28', '33_72']",6,0.03696605348577145,10.455801486855666,-51.0
34_86,"['33_49', '33_22']",6,0.028226908327816536,11.531412902804792,-282.75
34_25,"['32_36', '33_72']",6,0.02757787909486368,10.404581748035799,-39.75
34_7,"['33_82', '31_76']",6,0.012508941707671825,10.987885199674023,-75.75
34_34,"['33_58', '30_46']",7,0.1329851505208577,8.933301126091116,-3.0
34_67,"['30_46', '33_32']",7,0.057865058623236945,9.283026691967114,-81.0
34_4,"['32_28', '33_22']",7,0.04101311231997112,10.1269068360921,-93.75
34_76,"['33_72', '33_28']",7,0.03371184190953953,10.894002558760857,-97.5
34_84,"['32_28', '33_15']",7,0.027754938385044198,10.957909166562136,-151.5
34_1,"['33_58', '32_36']",7,0.018844371207872593,10.929990218059261,-101.25
34_48,"['33_22', '30_46']",8,0.1994605140035339,7.189701744581671,-22.5
34_53,"['33_22', '32_28']",8,0.06393665275454381,10.30893046065889,-173.25
34_16,"['33_65', '33_58']",8,0.0612478831599961,10.496749568620956,-372.0
34_82,"['26_10', '32_28']",8,0.05803891428064969,8.9745433804875,-104.25
34_46,"['33_26', '32_28']",8,0.017891323700423428,9.30108839488911,-109.5
34_85,"['33_55', '30_46']",9,inf,6.259898221770284,-35.25
34_43,"['32_28', '33_26']",9,0.22093229434718514,8.08389136462997,-286.5
34_78,"['30_46', '33_54']",9,0.12974980103462297,6.775270334259551,-61.5
