cand_id,parents,rank,distance,yield,irrigation,yield_0,irr_0,yield_1,irr_1,yield_2,irr_2,yield_3,irr_3
20_81,"['14_26', '14_26']",1,inf,13.301337330871585,-343.9082336425781,13.392788092611186,444.7525939941406,11.474348117493633,120.0,14.498252269577714,444.99822998046875,13.83996084380381,365.8821105957031
0_0,[],1,inf,5.611943881613731,-0.0,0.6172694407469668,0.0,11.326847942286435,0.0,10.054789715094044,0.0,0.4488684283274773,0.0
24_84,"['22_62', '0_0']",1,inf,5.611943881613731,-0.0,0.6172694407469668,0.0,11.326847942286435,0.0,10.054789715094044,0.0,0.4488684283274773,0.0
24_8,"['23_32', '0_0']",1,0.15346344739314288,7.126881543626443,-7.5,0.6172694407469668,0.0,11.326847942286435,0.0,10.054789715094044,0.0,6.508619076378327,30.0
19_19,"['18_11', '18_68']",1,0.13588430029699045,6.734987168083219,-3.75,0.6172694407469668,0.0,11.326847942286435,0.0,10.054789715094044,0.0,4.94104157420543,15.0
24_22,"['23_32', '19_19']",1,0.13227038679764475,10.783988095898462,-133.7475528717041,10.785688712183811,305.49017333984375,11.326847942286435,0.0,11.90113224734545,135.0,9.122283481778148,94.50003814697266
24_45,"['23_12', '23_6']",1,0.08279487148547286,12.209051891499609,-187.48463439941406,12.24391994323044,377.2440490722656,11.326847942286435,0.0,11.461836527167607,90.0,13.80360315331396,282.6944885253906
24_57,"['23_12', '23_54']",1,0.08199938966429744,13.08136045161105,-306.4561233520508,13.062770161521849,437.04278564453125,11.326847942286435,30.0,14.079152225555198,438.18505859375,13.856671477080726,320.5966491699219
24_71,"['23_80', '23_12']",1,0.07986896034121656,8.353195224992298,-40.58821105957031,0.6172694407469668,0.0,11.326847942286435,0.0,10.054789715094044,0.0,11.413873801841744,162.35284423828125
24_73,"['23_54', '23_70']",1,0.07724395433791417,12.690547865991793,-231.81046676635742,12.554997699682584,420.5620422363281,11.326847942286435,0.0,13.404921711426356,255.0,13.475424110571797,251.67982482910156
23_40,"['0_0', '20_81']",1,0.07167263631359158,12.994161689829152,-284.68192291259766,12.730268914287764,421.01812744140625,11.433520110171502,30.0,14.402814830094831,390.0,13.410042904762513,297.7095642089844
24_59,"['23_12', '23_35']",1,0.06983541443182954,12.903893928645306,-268.7315979003906,12.499661529741271,406.11090087890625,11.326847942286435,0.0,13.831460686372786,375.0,13.957605556180742,293.81549072265625
24_60,"['23_80', '23_12']",1,0.06693103532215103,8.01442912137485,-33.820858001708984,0.6172694407469668,0.0,11.326847942286435,0.0,10.054789715094044,0.0,10.05880938737195,135.28343200683594
24_14,"['23_40', '23_70']",1,0.06654971152296042,13.030702294357912,-297.11822509765625,12.406986146817705,418.5028076171875,11.470535317798932,60.0,14.440423496772521,420.6726989746094,13.80486421604249,289.2973937988281
23_10,"['22_15', '22_53']",1,0.0636893049538661,10.028601019150166,-110.14058685302734,5.785810041399514,216.88079833984375,11.326847942286435,0.0,10.660113118480995,30.0,12.341632974433724,193.68154907226562
24_69,"['19_19', '23_12']",1,0.06180582331837345,6.734987168083219,-3.75,0.6172694407469668,0.0,11.326847942286435,0.0,10.054789715094044,0.0,4.94104157420543,15.0
24_49,"['23_35', '23_35']",1,0.061391725675619464,13.226250444075893,-324.7342071533203,13.220797618615954,437.1226806640625,11.443838584915262,90.0,14.402338265480704,437.9110107421875,13.838027307291645,333.90313720703125
24_9,"['19_19', '22_15']",1,0.05831066377869147,7.599914679957198,-19.981022357940674,0.6172694407469668,0.0,11.326847942286435,0.0,10.305544360658102,11.462831497192383,8.149996976137286,68.46125793457031
24_31,"['23_57', '21_3']",1,0.057924962430219634,10.179978788671985,-115.56178283691406,4.9051134989433525,150.72044372558594,11.326847942286435,0.0,11.248956680219557,75.0,13.238997033238595,236.5266876220703
24_75,"['23_1', '23_57']",1,0.0442504468895856,9.667815081419802,-87.70622634887695,4.858118741273162,141.3904266357422,11.326847942286435,0.0,10.0916999297794,15.0,12.394593712340212,194.43447875976562
24_4,"['23_51', '23_54']",1,0.03910470223630036,12.41285584476339,-224.8965835571289,11.75843725059366,363.58221435546875,11.326847942286435,0.0,13.140297851621499,285.0,13.42584033455197,251.00411987304688
24_40,"['23_57', '22_40']",1,0.03249805868911444,8.569303666705926,-45.69860649108887,1.0046104641471996,21.711599349975586,11.326847942286435,0.0,10.91473318558026,24.139894485473633,11.031023074809811,136.94293212890625
24_77,"['23_40', '23_57']",1,0.027029525411957755,8.476324422110864,-42.765960693359375,0.6172694407469668,0.0,11.326847942286435,0.0,10.054789715094044,0.0,11.906390590316011,171.0638427734375
24_44,"['23_83', '23_26']",1,0.02410552384910877,7.916713058959086,-31.31228256225586,0.6172694407469668,0.0,11.326847942286435,0.0,10.054789715094044,0.0,9.667945137708896,125.24913024902344
24_55,"['22_40', '23_43']",1,0.023480166639579574,8.892016831725975,-63.282047271728516,0.6172694407469668,0.0,11.326847942286435,0.0,10.054789715094044,0.0,13.56916022877645,253.12818908691406
24_81,"['23_54', '23_80']",1,0.021996445137247127,8.688842434593205,-53.39030075073242,0.6172694407469668,0.0,11.326847942286435,0.0,10.054789715094044,0.0,12.75646264024537,213.5612030029297
24_30,"['23_0', '23_80']",1,0.021966322645628332,8.83076096245681,-62.939117431640625,0.6172694407469668,0.0,11.326847942286435,0.0,10.414699593895671,30.0,12.964226872898173,221.7564697265625
24_12,"['23_83', '23_40']",1,0.021088225330318535,9.316958480778506,-68.10961151123047,2.7022090866117967,45.0,11.326847942286435,0.0,10.648374677897882,30.0,12.59040221631791,197.43844604492188
24_54,"['23_54', '23_70']",1,0.01982301659912877,12.69736859609246,-252.95191955566406,12.976943376881463,431.4925842285156,11.326847942286435,0.0,12.681015821928883,225.0,13.804667243273055,355.3150939941406
