cand_id,parents,rank,distance,yield,irrigation,yield_0,irr_0,yield_1,irr_1,yield_2,irr_2,yield_3,irr_3
12_36,"['11_31', '9_43']",1,inf,13.287578653698628,-336.7793731689453,13.277963825887873,441.626708984375,11.47434267971905,105.0,14.525331937071805,441.6824645996094,13.872676172115785,358.8083190917969
0_0,[],1,inf,5.611943881613731,-0.0,0.6172694407469668,0.0,11.326847942286435,0.0,10.054789715094044,0.0,0.4488684283274773,0.0
12_89,"['10_79', '0_0']",1,inf,5.611943881613731,-0.0,0.6172694407469668,0.0,11.326847942286435,0.0,10.054789715094044,0.0,0.4488684283274773,0.0
12_78,"['10_17', '11_31']",1,0.15248892780202367,10.342702685810208,-140.81038665771484,6.269372053998983,184.08514404296875,11.326847942286435,0.0,12.04276950271361,190.9764404296875,11.731821244241806,188.17996215820312
10_79,"['0_0', '9_28']",1,0.1508627927274551,5.695321230486624,-3.75,0.6172694407469668,0.0,11.326847942286435,0.0,10.054789715094044,0.0,0.7823778238190492,15.0
9_31,"['8_71', '8_75']",1,0.14647925661389857,6.734987168083219,-3.75,0.6172694407469668,0.0,11.326847942286435,0.0,10.054789715094044,0.0,4.94104157420543,15.0
12_1,"['9_43', '9_27']",1,0.10814130682458624,12.143427189263479,-209.46971893310547,11.617596979378579,347.6900939941406,11.326847942286435,0.0,11.61002449918611,165.0,14.019239336202796,325.18878173828125
12_56,"['9_43', '11_71']",1,0.10357010242181557,9.717418180735102,-109.94141006469727,3.960705400056137,123.95338439941406,11.40585903062945,15.0,12.226480756980639,139.38040161132812,11.276627535274182,161.43185424804688
12_38,"['11_42', '9_43']",1,0.09288543367384441,12.619962431494772,-227.57954025268555,12.557060704741597,413.4468688964844,11.326847942286435,0.0,14.158741163481103,300.0,12.437199915469956,196.8712921142578
12_27,"['11_29', '9_43']",1,0.08837807530695536,12.981027854021276,-281.3911437988281,13.0622235503843,423.1757507324219,11.40585903062945,15.0,13.436857881457433,330.0,14.019170953613923,357.3888244628906
12_41,"['9_27', '11_54']",1,0.08752104627496685,9.314740479280715,-101.27416229248047,0.6172694407469668,0.0,11.416588940532728,15.0,11.318811808058785,90.0,13.906291727784378,300.0966491699219
12_75,"['11_46', '10_79']",1,0.07939671103445856,11.113490322383253,-149.93602752685547,10.99919353492606,329.7441101074219,11.326847942286435,0.0,11.800425002250453,135.0,10.327494810070064,135.0
12_3,"['11_9', '11_80']",1,0.07458785443041574,9.16287234971195,-82.39986991882324,7.94053119419198,226.5907440185547,11.326847942286435,0.0,10.153065078008856,15.0,7.231045184360531,88.00873565673828
12_70,"['9_31', '11_71']",1,0.07283407688685416,7.5717411378109,-16.23163414001465,0.6172694407469668,0.0,11.326847942286435,0.0,10.054789715094044,0.0,8.288057453116153,64.9265365600586
12_59,"['11_20', '11_86']",1,0.07134928014256699,7.308427828879827,-11.25,0.6172694407469668,0.0,11.326847942286435,0.0,10.054789715094044,0.0,7.2348042173918605,45.0
12_50,"['9_43', '11_82']",1,0.06195542683634497,13.169567710265373,-309.1483917236328,12.720260886738782,422.6930236816406,11.471756186056115,60.0,14.478676889802255,428.4842834472656,14.007576878464336,325.416259765625
12_26,"['10_17', '9_27']",1,0.05955257491651727,9.237903451232329,-91.56075286865234,0.9698889733916677,30.0,11.326847942286435,0.0,10.875972039244026,45.0,13.778904850007185,291.2430114746094
11_7,"['8_55', '10_54']",1,0.05934673714655615,12.018720558925278,-191.05420684814453,11.22516494010906,360.0,11.326847942286435,0.0,11.607582023156853,105.0,13.915287330148766,299.2168273925781
12_15,"['11_7', '9_43']",1,0.05865234287744615,13.029684742158402,-291.8015365600586,12.966510961352538,431.3475036621094,11.410457147451986,15.0,13.845497852751624,390.0,13.896273007077456,330.858642578125
12_4,"['11_3', '9_43']",1,0.056620110341246005,12.028348274058988,-201.1773796081543,11.933848703776487,390.2278747558594,11.326847942286435,0.0,12.178765754770408,195.0,12.673930695402621,219.4816436767578
11_46,"['10_29', '10_29']",1,0.05639998831522469,10.240961245162651,-112.5,8.691637910167065,270.0,11.326847942286435,0.0,10.689231829652908,30.0,10.256127298544195,150.0
9_43,"['6_42', '6_62']",1,0.05463092484959434,13.285045114683715,-330.03282165527344,13.039475579285833,442.2933044433594,11.474348117493633,105.0,14.565421219493885,442.8491516113281,14.060935542461506,329.98883056640625
12_2,"['11_3', '0_0']",1,0.05229048681636486,8.647046400574212,-58.91936111450195,1.2233975828442005,41.098289489746094,11.326847942286435,0.0,11.339185749283663,52.871971130371094,10.698754327882543,141.70718383789062
12_51,"['11_3', '11_7']",1,0.050038607115031816,11.594176861089515,-155.9505157470703,9.6834218940107,242.60403442382812,11.326847942286435,0.0,11.745649089644266,120.0,13.620788518416663,261.1980285644531
12_22,"['11_71', '10_17']",1,0.0493450589210933,6.895109217178849,-7.5,0.6172694407469668,0.0,11.326847942286435,0.0,10.054789715094044,0.0,5.581529770587948,30.0
12_46,"['10_79', '11_9']",1,0.04924610405026688,8.867754529817677,-65.64429473876953,0.6172694407469668,0.0,11.326847942286435,0.0,10.054789715094044,0.0,13.472111021143263,262.5771789550781
