cand_id,parents,rank,distance,kcal,irr
37_70,"['32_35', '32_35']",1,inf,34369940.066016935,-909.0
25_60,"['10_73', '24_50']",1,inf,30887482.16218142,-0.0
38_28,"['37_19', '25_60']",1,0.09152962898560787,32591656.794961244,-272.25
38_32,"['37_25', '37_26']",1,0.06911811195683187,32521178.178121794,-261.0
38_53,"['37_36', '37_28']",1,0.0659419138069192,32995904.182371784,-378.0
38_61,"['37_42', '37_65']",1,0.058467639360499486,32275548.70424188,-198.75
38_73,"['37_61', '37_37']",1,0.05818750115437958,31290341.714683533,-17.25
38_29,"['37_42', '37_29']",1,0.053143271815873666,31722692.746012826,-124.5
38_24,"['37_41', '37_36']",1,0.05138798663931733,31558169.229614545,-62.25
37_2,"['32_35', '32_35']",1,0.04727042638310627,34354157.24944182,-908.25
38_1,"['37_4', '36_76']",1,0.04702272936925538,34138876.80276115,-763.5
38_84,"['37_62', '37_52']",1,0.046151077715513224,33314967.178342223,-469.5
38_30,"['37_26', '37_60']",1,0.02777092075768607,34014692.28533674,-711.75
38_59,"['37_29', '37_28']",1,0.027758349291779182,33139886.93860537,-384.75
38_75,"['25_60', '37_62']",1,0.02731707008164544,31130372.497041278,-6.75
38_49,"['37_42', '35_48']",1,0.026548413721253758,33549802.21648081,-515.25
38_2,"['37_2', '37_36']",1,0.025725850093362524,34276462.19078417,-818.25
37_36,"['36_13', '36_13']",1,0.024870828991131404,31077985.96244944,-5.25
37_65,"['36_55', '36_66']",1,0.024678413234874474,33578327.11462313,-575.25
37_42,"['35_0', '25_60']",1,0.01836255582843892,32058562.769705545,-156.75
38_69,"['37_60', '37_70']",1,0.017925774572024135,34159251.44174771,-804.0
38_34,"['37_4', '25_60']",1,0.017827941666735465,33612467.41115315,-579.75
38_63,"['37_62', '37_54']",1,0.017215477362469124,33649306.174565926,-602.25
38_88,"['35_56', '37_63']",1,0.017082909086132903,33749608.3125362,-636.0
38_51,"['37_62', '37_62']",1,0.016695956351077092,31605536.2503391,-66.75
38_72,"['37_19', '37_62']",1,0.01478248942974211,31972175.117260776,-126.75
37_52,"['36_66', '36_62']",1,0.014324074255788237,33840589.59179295,-659.25
38_43,"['37_28', '37_65']",1,0.013748177614077673,33654957.9466715,-607.5
38_60,"['37_4', '37_52']",1,0.012059683901295802,33834197.26746199,-653.25
38_10,"['37_48', '37_62']",1,0.011205756538387329,33876070.18897868,-663.75
38_80,"['37_64', '37_54']",1,0.010916034554941079,33723558.976482935,-622.5
38_3,"['37_19', '37_52']",1,0.009746807843305057,34048031.21735848,-735.0
38_39,"['37_60', '37_4']",1,0.0077952935340370386,33626133.58749479,-592.5
38_83,"['35_56', '37_2']",1,0.007041486513700988,34204331.40828256,-807.75
38_6,"['37_49', '36_76']",1,0.006364777040348413,34038334.50751805,-730.5
38_86,"['37_70', '37_37']",1,0.0038920356525990168,33998772.2350813,-692.25
38_65,"['37_64', '37_70']",1,0.0033661124339687707,34228937.390184976,-808.5
37_62,"['35_56', '36_13']",1,0.002201737606255115,31599599.935301136,-63.0
38_42,"['37_28', '37_36']",2,0.12026206965541342,32524753.960357357,-327.0
38_56,"['37_64', '37_65']",2,0.06803004136863373,33130417.351171613,-435.75
38_25,"['37_19', '37_48']",2,0.05088335775385332,33481495.56379167,-552.0
35_56,"['33_33', '34_77']",2,0.049974036165454,32220749.61678763,-211.5
38_18,"['37_42', '37_70']",2,0.04674832681817083,34241685.791082956,-832.5
38_81,"['37_63', '37_42']",2,0.037153552467736335,34115740.20060192,-777.75
38_77,"['25_60', '37_63']",2,0.03347270745874899,32799763.408758055,-378.75
38_52,"['37_41', '37_60']",2,0.030862561457202176,32033369.376446612,-162.0
38_21,"['37_36', '37_25']",2,0.030081033431015033,31588750.577030577,-69.0
38_17,"['25_60', '25_60']",2,0.026571006541447548,30881088.668598592,-0.0
38_37,"['37_65', '37_54']",2,0.019951575540855908,33987356.96499975,-705.0
38_9,"['37_28', '37_61']",2,0.018035942288209338,33072125.313013513,-405.75
38_89,"['37_52', '37_64']",2,0.017946473072514308,33926526.09532558,-699.0
37_19,"['36_72', '36_72']",2,0.01791912682157993,33715338.63532575,-624.75
38_57,"['37_63', '37_64']",2,0.017385116566789868,33509800.529216878,-588.75
38_44,"['37_65', '37_41']",2,0.017162884056004638,33873348.57449921,-672.0
38_20,"['35_56', '25_60']",2,0.016765041523161998,31905148.38328898,-156.75
38_0,"['37_42', '35_56']",2,0.01442200229020055,31800803.136731766,-131.25
38_54,"['37_54', '35_56']",2,0.013102227325522544,33794147.85057314,-666.75
38_67,"['37_48', '37_42']",2,0.013052625987821875,33573129.24934786,-594.0
38_15,"['37_63', '37_62']",2,0.012671968739436336,33624679.60498942,-616.5
38_26,"['37_28', '37_4']",2,0.011607504114938107,33312560.91478913,-469.5
38_68,"['36_76', '37_52']",2,0.011571989534975465,34155896.37714575,-808.5
38_35,"['37_52', '37_62']",2,0.010738735400859407,33909378.306375675,-694.5
38_27,"['37_61', '37_62']",2,0.006633501853509964,31584929.877621166,-63.0
38_79,"['37_65', '37_60']",2,0.0037865673292496148,33737775.46072359,-636.75
38_66,"['37_42', '37_19']",2,0.002701450176011124,34036286.420497365,-734.25
38_5,"['37_52', '25_60']",3,inf,22176854.56997993,-2.25
38_82,"['36_76', '25_60']",3,0.10005915185150306,30238318.562299617,-14.25
38_74,"['37_61', '37_60']",3,0.058847517033361024,30537423.41158725,-38.25
38_85,"['25_60', '37_65']",3,0.05761457616727715,32002835.012618065,-228.0
38_38,"['37_32', '35_56']",3,0.05623806299261748,30593680.51239895,-152.25
38_31,"['37_2', '37_65']",3,0.051677656559114236,34239651.828006044,-873.0
38_70,"['37_36', '36_76']",3,0.042943574223475674,31994849.826670606,-180.75
38_11,"['37_52', '37_4']",3,0.04122189351346674,33274625.568288684,-516.75
38_62,"['37_65', '37_70']",3,0.0358753924663383,34203441.75249055,-858.0
38_48,"['36_76', '37_65']",3,0.03312415013727252,34035576.399251826,-738.0
38_46,"['37_49', '37_60']",3,0.02858925893040127,32569041.354782045,-402.0
38_13,"['37_54', '37_62']",3,0.027494126248496738,33286526.94048952,-556.5
38_47,"['37_41', '37_52']",3,0.024215456316776664,33183870.123751335,-484.5
38_12,"['37_65', '37_64']",3,0.02010887371481135,33157007.92881914,-479.25
38_22,"['37_70', '37_63']",3,0.019350932399615113,34047198.04707699,-790.5
38_14,"['36_76', '37_2']",3,0.017380380804980458,34235314.40341483,-861.75
38_64,"['37_29', '37_70']",3,0.012377785982291948,33686154.95929205,-686.25
38_40,"['37_52', '37_19']",3,0.012144357180719531,33548181.822115827,-612.0
38_4,"['37_19', '37_36']",3,0.012057352267050528,32962250.728136145,-410.25
38_55,"['37_65', '37_19']",3,0.007778264647590233,33785104.00670164,-691.5
38_36,"['37_2', '37_36']",3,0.007085637488067464,33304219.808610212,-576.0
38_78,"['37_4', '37_65']",3,0.005161932754418992,33868007.707612984,-693.0
38_76,"['35_56', '25_60']",4,0.5752171414935141,27254362.96155431,-35.25
38_19,"['37_64', '37_25']",4,0.26782753599239006,29458237.84030234,-131.25
38_71,"['25_60', '37_19']",4,0.04137899080025567,32909249.664710123,-410.25
38_23,"['37_19', '37_61']",4,0.03860912830070564,33105154.651485253,-492.75
38_87,"['37_28', '36_76']",4,0.030159258446658725,33422571.380711216,-637.5
38_16,"['37_52', '37_70']",4,0.015578416782170701,34043470.58016284,-795.0
38_41,"['37_54', '35_56']",4,0.006038548709669387,33549959.250342853,-732.75
38_50,"['25_60', '37_4']",5,0.4774813322871618,22726254.49908874,-93.0
38_33,"['37_60', '37_48']",5,0.025884471942062552,31838179.64357496,-651.75
38_7,"['37_28', '37_49']",5,0.016652643171425494,33280850.925119452,-681.75
38_58,"['37_48', '37_2']",5,0.013873864272579887,33522448.64985453,-817.5
38_8,"['37_70', '37_62']",6,0.02807025209150428,33271183.62985618,-727.5
38_45,"['37_2', '35_56']",6,0.007841780838879436,32057215.213032044,-688.5
